col,kld1,kld2,kst,overlap
mean,3.343956252433309,2.9648287466048604,0.64,0.391734756550852
std,2.9505448058478763,2.523491196794431,0.558,0.4759533110253734
0.1,3.5900900240673277,3.596203534754747,0.6960000000000001,0.3390810273977573
0.25,4.121856852873966,3.5752196925292297,0.71,0.32340054844415367
0.5,4.221828507283837,3.4303662687342427,0.712,0.3268932693116747
0.75,4.02392646900328,3.6562117508790255,0.7000000000000001,0.3359332882277375
0.9,3.4734773895574893,2.4924803861422684,0.646,0.3823443427413445
centroid_distance_n_clusters_10,2.2440441470987413,2.1300344355781924,0.392,0.6445195594564174
cluster_proportion_n_clusters_10,2.022321290993141,2.2109956936154056,0.396,0.6277678699419417
iterations_k_n_clusters_10,0.29729667559870204,0.3366884942395207,0.27,0.7533657512527843
wcv_ratio_n_clusters_10,0.8146335750030786,1.0901548403851944,0.126,0.7948078218562945
centroid_distance_n_clusters_20,1.8442000928203885,1.6401366780586935,0.424,0.5932484574182231
cluster_proportion_n_clusters_20,2.4144153702893973,2.3808531502281363,0.45,0.5633779287893205
iterations_k_n_clusters_20,0.3842663306203295,0.4208662402299849,0.25,0.7708714970101999
wcv_ratio_n_clusters_20,1.251239277335741,1.2913524573759376,0.114,0.8058552803716718
centroid_distance_n_clusters_50,2.283855537293222,2.9769537404732054,0.592,0.4191257513692173
cluster_proportion_n_clusters_50,2.9620364047350627,2.7760956299566866,0.496,0.6908132204734415
iterations_k_n_clusters_50,0.6910388955370239,0.5961860660885426,0.266,0.753332067112873
wcv_ratio_n_clusters_50,1.112854115358973,0.7536883044351371,0.158,0.8126279966190555
centroid_distance_n_clusters_100,3.0047774702786114,3.231926904315465,0.544,0.530576114839999
cluster_proportion_n_clusters_100,2.586297274764805,2.4975839471907646,0.48,0.7253363557905511
iterations_k_n_clusters_100,0.4256998855379677,0.4294148729786631,0.244,0.7619695814394397
wcv_ratio_n_clusters_100,0.7986615560984425,0.6763994745076344,0.184,0.8005069858935648
centroid_distance_n_clusters_500,2.3727495712439226,2.584085242243691,0.41000000000000003,0.6197791236639189
cluster_proportion_n_clusters_500,2.1154090696790835,2.2504904845034273,0.438,0.9145047951694644
iterations_k_n_clusters_500,0.28730788437506677,0.3267598187298671,0.256,0.7635804800785352
wcv_ratio_n_clusters_500,0.08477307786476859,0.04515912765462407,0.258,0.7533921120192761
centroid_distance_n_clusters_1000,2.377406260290346,2.6569917541770613,0.354,0.6693739218371758
cluster_proportion_n_clusters_1000,1.9907382893115044,2.1205783662791644,0.41200000000000003,0.9639384505134115
iterations_k_n_clusters_1000,0.17026395446305584,0.2071445303019765,0.234,0.7889885495081035
wcv_ratio_n_clusters_1000,0.04238653893238429,0,0.232,0.7859142517822004
centroid_distance_n_points_per_cluster_10,2.07193181522871,2.205318371978886,0.55,0.4864578330977531
cluster_proportion_n_points_per_cluster_10,1.3177085237632769,1.280407757618633,0.11,0.8987536326922171
iterations_k_n_points_per_cluster_10,0.466982881583671,0.49496468461422155,0.336,0.6633248743590386
wcv_ratio_n_points_per_cluster_10,0.05298317366548036,0.18291537918487305,0.40800000000000003,0.5735100137428082
centroid_distance_n_points_per_cluster_30,2.3167666407700267,2.392204749388175,0.47600000000000003,0.5503756736147658
cluster_proportion_n_points_per_cluster_30,1.433040196293837,1.87611210710925,0.182,0.8805053302578053
iterations_k_n_points_per_cluster_30,0.370015321448417,0.40388580750675196,0.336,0.6608575740932803
wcv_ratio_n_points_per_cluster_30,0.021193269466192145,0.03178990419928822,0.432,0.5965700064543027
centroid_distance_n_points_per_cluster_100,3.045163111276302,2.664054384723823,0.498,0.5343848180650991
cluster_proportion_n_points_per_cluster_100,1.3894369636247854,1.7452805144885588,0.224,0.7956595509743712
iterations_k_n_points_per_cluster_100,0.3053469848197957,0.45538138927943156,0.28200000000000003,0.7337497873554979
wcv_ratio_n_points_per_cluster_100,0.11656298206405682,0.05298317366548036,0.384,0.636765888322149
centroid_distance_n_points_per_cluster_1000,2.7333718186001477,2.191623883458432,0.56,0.4856020344331056
cluster_proportion_n_points_per_cluster_1000,1.3000878866284102,1.7335666515587125,0.28,0.7013801760273174
iterations_k_n_points_per_cluster_1000,0.4210905152383537,0.36887713885787804,0.28600000000000003,0.7342357484756054
wcv_ratio_n_points_per_cluster_1000,1.0000831162379278,1.016578606438422,0.128,0.8165667690931104
q_pct_threshold_1,4.153134889944667,3.777533514122148,0.704,0.3194050311548538
k_pct_threshold_1,4.047673804461687,3.813926277222957,0.714,0.31502640203993615
q_pct_threshold_2,4.191871060289104,3.861336041351459,0.708,0.31212682326523683
k_pct_threshold_2,4.247075645740018,4.068522974802997,0.712,0.31269792911455585
q_pct_threshold_3,4.213036351474213,4.010082838627108,0.71,0.3133279881396437
k_pct_threshold_3,4.380858957302911,4.0465675372061325,0.708,0.3176367374879394
q_pct_threshold_5,4.399061683861493,4.249508555795014,0.7000000000000001,0.3206114668091066
k_pct_threshold_5,4.446588931951455,4.029999837275884,0.6960000000000001,0.3295846669770283
q_pct_threshold_10,3.8152279780953493,3.6484426453246748,0.674,0.35663092808115276
k_pct_threshold_10,3.6825518521109903,3.5260245583565872,0.666,0.36599183187666207
peak_value,2.003805915736978,1.212498589739436,0.43,0.5893063724605859
MSE,1.1559176820942052,1.265120105473017,0.08,0.9287439922354761
SSIM,0.7284915026989812,0.7638481872597228,0.202,0.8163724983805869
NCC,4.412393599164349,4.6024753105701635,0.774,0.24839077052038613
PSR,4.107855785945785,3.3903795824458323,0.732,0.28969060860745904
