col,kld1,kld2,kst,overlap
mean,1.6291770396970153,1.1591764730460765,0.3165680473372781,0.7110790560096417
std,0.9455683923643385,0.7067879368616661,0.10650887573964497,0.9076197368848585
0.1,2.0242967772034373,1.2506956733192354,0.522189349112426,0.5092874448930541
0.25,2.3960705962095075,1.5567534827347718,0.5207100591715976,0.5035840656660121
0.5,2.0611550105556335,1.477819337467496,0.5384615384615384,0.48421977932106924
0.75,2.2298620684591626,1.518171790283532,0.5192307692307693,0.49648008605915206
0.9,1.8503101412164984,1.033461897626389,0.40236686390532544,0.6191518808947489
centroid_distance_n_clusters_10,0.8835206053018455,0.9192986874956944,0.10798816568047337,0.9176525315516373
cluster_proportion_n_clusters_10,0.6479733764847865,0.7875579224881518,0.0695266272189349,0.9211282933472948
iterations_k_n_clusters_10,0.09253051544849276,0.14283699156479912,0.03698224852071006,0.9516485521123398
wcv_ratio_n_clusters_10,0.9805032999313605,0.9585669793224313,0.05473372781065089,0.9476297715279762
centroid_distance_n_clusters_20,0.8300741687681512,0.8596940479545222,0.08579881656804733,0.9293477103690885
cluster_proportion_n_clusters_20,0.518965910553286,0.5426761829869698,0.0650887573964497,0.9510655100295663
iterations_k_n_clusters_20,0.1233097511907773,0.10375936059108408,0.038461538461538464,0.9620637117479688
wcv_ratio_n_clusters_20,1.1026241672758343,0.9315283739115767,0.05325443786982249,0.9416795358662945
centroid_distance_n_clusters_50,0.592098334637485,0.6141295785589892,0.10207100591715976,0.8862846746351359
cluster_proportion_n_clusters_50,0.4487957356127177,0.5358873694654346,0.10502958579881656,0.9174812452034824
iterations_k_n_clusters_50,0.1243495730387955,0.12394107809806078,0.051775147928994084,0.9482527549618779
wcv_ratio_n_clusters_50,1.00801035979659,0.7615179870424921,0.0695266272189349,0.9391871259661658
centroid_distance_n_clusters_100,0.7879022889773514,0.9489839608229298,0.08875739644970414,0.9575638574409479
cluster_proportion_n_clusters_100,0.6220127992723795,0.6534794334563548,0.10502958579881656,0.9463009702819647
iterations_k_n_clusters_100,0.1691286228578307,0.13429690318209714,0.04881656804733728,0.9450497494906971
wcv_ratio_n_clusters_100,0.937785708886371,0.6760706841409783,0.0695266272189349,0.935230207609062
centroid_distance_n_clusters_500,1.087292648706022,1.1714338072687953,0.08284023668639053,0.930799295087974
cluster_proportion_n_clusters_500,0.6875242472134379,0.7185457774347482,0.17307692307692307,0.9789857619235434
iterations_k_n_clusters_500,0.06528294810962526,0.08736097529398429,0.05473372781065089,0.926590319188634
wcv_ratio_n_clusters_500,0.5008056134787421,0.30779479095880713,0.10059171597633136,0.9069719469852616
centroid_distance_n_points_per_cluster_10,0.8906980300855512,0.8464185559376011,0.21301775147928995,0.800007350681508
cluster_proportion_n_points_per_cluster_10,0.7841902142580294,0.7021790212578644,0.16568047337278105,0.8854310968107676
iterations_k_n_points_per_cluster_10,0.08318757760810483,0.06158918712057481,0.1257396449704142,0.8675621630902857
wcv_ratio_n_points_per_cluster_10,0.3381751116523351,0.2719990385324643,0.1390532544378698,0.8686556473680751
centroid_distance_n_points_per_cluster_30,1.2738103422280656,0.9417694347624294,0.1804733727810651,0.833480249036567
cluster_proportion_n_points_per_cluster_30,0.8790277851404246,0.7437398641418356,0.1849112426035503,0.9499762131033801
iterations_k_n_points_per_cluster_30,0.16853168957909076,0.11936017344170873,0.15976331360946744,0.8584123243685824
wcv_ratio_n_points_per_cluster_30,0.22174847879854737,0.11087423939927366,0.14792899408284024,0.883063049741455
centroid_distance_n_points_per_cluster_100,1.248829193800032,1.1337536784813618,0.0621301775147929,0.9459132141366198
cluster_proportion_n_points_per_cluster_100,0.7406869353109434,0.7844135466485829,0.14644970414201183,0.9547969535298563
iterations_k_n_points_per_cluster_100,0.09013624228821246,0.08995649237444872,0.07544378698224852,0.9199535131489317
wcv_ratio_n_points_per_cluster_100,0.4706791703212481,0.35458350967973545,0.08875739644970414,0.92285014953459
centroid_distance_n_points_per_cluster_1000,0.7342298540199407,0.7546790861153901,0.11390532544378698,0.8764462710827495
cluster_proportion_n_points_per_cluster_1000,0.6234767409964115,0.6803581555694475,0.10798816568047337,0.9214657258384813
iterations_k_n_points_per_cluster_1000,0.0714826079509316,0.09669291812299029,0.03698224852071006,0.9573496864470942
wcv_ratio_n_points_per_cluster_1000,1.1931776353403676,0.9319566815491662,0.0695266272189349,0.9511727993409566
q_pct_threshold_1,2.3123515022580894,1.5785378900654359,0.5266272189349113,0.49346950661924266
k_pct_threshold_1,2.5688480484342753,1.5494215810662089,0.5458579881656804,0.46939248749569595
q_pct_threshold_2,2.359000194027151,1.5934962110734865,0.5355029585798816,0.4895368152499366
k_pct_threshold_2,2.602996295623758,1.6458504145648525,0.5458579881656804,0.46799723990012865
q_pct_threshold_3,2.547195336597222,2.118857166524959,0.5428994082840236,0.4797520583901697
k_pct_threshold_3,2.5936039417422516,1.604783275440787,0.5473372781065089,0.47354311390603354
q_pct_threshold_5,2.57026362505242,1.832161892868745,0.5340236686390533,0.48538687178136214
k_pct_threshold_5,2.526589295867153,1.5951097853807195,0.5207100591715976,0.5073253677232102
q_pct_threshold_10,1.4408123751062971,1.279598705802866,0.3964497041420118,0.6172067850570283
k_pct_threshold_10,1.7796813587432032,1.1949801393585067,0.40384615384615385,0.6279401274647723
peak_value,1.9560934494109714,1.2966676275402511,0.43047337278106507,0.6006646172241985
MSE,0.9435116473138104,0.7545813435304235,0.09171597633136094,0.8666746333742804
SSIM,0.7606843982586934,0.4855886599414352,0.1878698224852071,0.7393872116105423
