Similarity Metric,BASELINE,BLURRY_02,BLURRY_04,BLURRY_06,BLURRY_08,BLURRY_10,DIFF_TIME_1VS2,DIFF_TIME_1VS3,TOE,HEEL,INSIDE,OUTSIDE,OOD
q_points_count,0.0,33862.5844913841,36358.01306281267,36705.51306281267,35782.608300907916,34504.941634241244,644.776989394981,451.1975613982579,25292.132295719843,28557.8093385214,32775.57976653696,21074.36186770428,16087.584178988327
k_points_count,0.0,16255.53112840467,16255.53112840467,16255.53112840467,16255.53112840467,16255.53112840467,1299.6133211261172,1783.2033428377888,24963.957198443582,28491.334630350197,31623.642023346307,20800.334630350193,16180.626513618676
mean,0.0,1.4579697244038488,2.062293533548047,2.1513688242254285,2.6362684858208745,2.975968914991209,0.9822013659584048,1.0189537218805471,1.4213939025130893,0.7954485259926023,1.2367265738445101,0.9230901994392026,1.0773626564154632
std,0.0,2.874072866606419,3.7323229734013115,3.3863958008546255,4.145979992873455,3.995268020652978,1.7412837146944087,1.5646491069898802,1.032746263225636,2.6150368300525213,0.767104341844236,2.5678565139749745,2.8960333909194453
0.1,0.0,0.08843172662985185,0.21495321298989217,0.2645769884250025,0.29462352199747255,0.3365931364422731,0.07154418865331956,0.11136941724927613,0.14475609989199437,0.07086106068365386,0.14882842480100905,0.09473063527914741,0.14057550622021636
0.25,0.0,0.22404725975900092,0.5267619810245465,0.657282447356313,0.7427859996931808,0.8739646681163862,0.15644547518895635,0.2527473983430829,0.3881543106088285,0.17773462084278294,0.3896779472310427,0.2363630501633916,0.3224910299784366
0.5,0.0,0.5366241867208689,1.1337055355431809,1.4311084832963852,1.6632096238294396,2.0052182126728644,0.3596709276033274,0.5835351684463657,1.3969297260513442,0.49730533697838336,1.1319911167669723,0.7842964960481696,0.6897175212992128
0.75,0.0,0.8196727171215903,1.8020032265892545,2.510722008093867,3.166641029755822,4.366540793068561,0.7181747756536406,1.1128681062950658,3.4859298631433973,1.8368093783656918,2.758119156171982,2.70638576409953,1.4011426717903546
0.9,0.0,4.831101592312162,6.110083057338215,6.609484222776523,8.10150395965345,9.351484235754228,2.574857569450524,2.6001939455045426,2.701316432058854,1.808721891773119,2.3866961815502097,3.317907089528885,2.8487095497867343
centroid_distance_n_clusters_20,0.0,8.41692083896077,22.004792581850275,34.82881003633535,40.26394769975242,44.47460529521107,7.392855187975959,12.233351666192235,10.329328081984267,24.14482139449354,24.5555932640806,18.75893633941093,5.788829307580568
cluster_proportion_n_clusters_20,0.0,0.006735072980649228,0.008316284242310186,0.011350703635884887,0.011505957351218154,0.01256193633289738,0.0007097039937553505,0.0013650788778281184,0.0015166963167034852,0.00043470991233844365,0.0022235698461673245,0.0023724392672734604,0.0009522056317496791
iterations_k_n_clusters_20,0.0,1.3724291272929399,2.2040022234574765,3.180810326724723,3.7857451670681246,4.033073929961089,1.1632715342946518,1.2250350509617354,1.3657587548638133,1.0505836575875485,5.1867704280155635,2.9999999999999996,1.387556420233462
wcv_ratio_n_clusters_20,0.0,0.025548054283718945,0.023940214654293634,0.03218108754289938,0.03217622638291109,0.03745678508309133,0.012544706840646062,0.01308085105279063,0.01988123991319756,0.021996923774850904,0.056800924806354965,0.04171479093126576,0.02007938074286637
centroid_distance_n_clusters_100,0.0,16.131960717894195,19.012589028857114,48.59598180331221,34.49519899645061,39.738853056174165,21.971978056710576,17.529450359337606,23.40526617953223,22.22614207131943,85.46947174297023,9.890551415879402,13.913760604218592
cluster_proportion_n_clusters_100,0.0,0.001636039453062886,0.002352591101341788,0.0028804481366768195,0.003001061777597488,0.003090717258076744,0.00022440784930780947,0.0003746070931229172,0.0006021916548345995,0.00018848095251767702,0.0005838894599606674,0.0004091149861110646,0.00021614391556445587
iterations_k_n_clusters_100,0.0,2.6238651102464328,2.052683589648569,2.268081032672472,2.1527082947316405,2.0222963374714342,0.8975509269855806,0.5410135635406979,1.1284046692607002,1.2762645914396888,4.529182879377432,0.9844357976653695,1.6704591439688712
wcv_ratio_n_clusters_100,0.0,0.08022061498446886,0.0926989163137782,0.12780036160580674,0.11305631844694639,0.11740134984019311,0.017358747388561604,0.020612670883221766,0.06702751258639175,0.01771983070402154,0.1856324950718487,0.05218556819869061,0.05907444087417299
q_pct_threshold_1,0.0,0.06536758094094834,0.11923745805043308,0.13294355988644596,0.14094026303409296,0.15244701686072631,0.045818236921083916,0.06626213518250128,0.04765502265047278,0.042834657364448914,0.055043810003928224,0.03360201829710659,0.05453246750595782
k_pct_threshold_1,0.0,0.1651087595166112,0.20827688720042214,0.21688149424146091,0.2163491850494101,0.21722267776917198,0.04404511071633865,0.059443901245394906,0.054742378860081264,0.03372762374266179,0.060188741403214924,0.034876404587677594,0.05403036590122448
q_pct_threshold_2,0.0,0.09737610485687745,0.1787322087657553,0.20375644792818062,0.21890410830163617,0.2381935396299753,0.06645817422210815,0.09746759607086636,0.07421153705715144,0.06344825489961889,0.08716405668667457,0.05028669517421155,0.07934601052238763
k_pct_threshold_2,0.0,0.23527152788679262,0.30879468951656275,0.32707073602935083,0.32728301887876854,0.3286890392667344,0.06402468972232066,0.08796960215108761,0.0852653023947422,0.04701277320636022,0.09555296766064472,0.052674774319974166,0.078486400888758
q_pct_threshold_3,0.0,0.10053033976316805,0.19639053508760113,0.231520592280689,0.25489402836877045,0.2817769356212682,0.0706132555752838,0.10433414228954194,0.08894006970649404,0.0707059720043164,0.10480617851238724,0.06175538915621131,0.09000152133803674
