Similarity Metric,BASELINE,BLURRY_02,BLURRY_04,BLURRY_06,BLURRY_08,BLURRY_10,DIFF_TIME_1VS2,DIFF_TIME_1VS3,TOE,HEEL,INSIDE,OUTSIDE,OOD
k_pct_threshold_3,0.0,0.1601824428596994,0.19867250736641334,0.20708070611161158,0.2033679788978641,0.19989816282326522,0.005796490240221586,0.01483000575028907,0.04800534562053573,0.0427559216103587,0.12065123307115408,0.02866419970057362,0.17070812456351603
q_pct_threshold_5,0.0,0.05415524711252333,0.08269485789306957,0.09668925483959698,0.11875910213029124,0.13856023241334312,0.007872669469079958,0.021764467242872766,0.0556808387796909,0.06428079991538621,0.12444366391851133,0.053964321301971804,0.18956078889728406
k_pct_threshold_5,0.0,0.13494405734074683,0.1806544798252357,0.19459239484020807,0.18879215634850074,0.18551415198112647,0.007201663618530258,0.01940302386198868,0.06405189394933414,0.051344269402580994,0.1541298683329329,0.03439523737591652,0.19401504483092297
q_pct_threshold_10,0.0,0.024712209959141418,0.04901022539227939,0.06604886101429949,0.09199575843143235,0.11604393172156019,0.010366075349088762,0.013734123755127845,0.05169478152424369,0.05475744028684072,0.09772153295454902,0.05040865566264432,0.13366319238264993
k_pct_threshold_10,0.0,0.044889697903650015,0.07330146084159991,0.09251065002705268,0.0886226544743996,0.0890220880774674,0.006072855228208232,0.01674219437567172,0.06162644466945373,0.037741908993739366,0.13821300627546385,0.03157437879253208,0.14176941910788693
peak_value,0.0,135176384.49138406,150890759.49138403,151418184.4913841,149991763.06281263,148023466.6342412,6838711.05058364,22270716.780352544,97711574.70817116,93321248.63813227,133202320.91439685,65060675.1945525,105954474.65252915
MSE,0.0,480.5698546934915,501.2550424083148,497.76932274784554,492.8354002641787,489.5279144144366,51.8887173287335,112.95216926790664,69.06217726146781,547.7104206166426,515.4665356611732,180.07203790930862,345.09270797897636
SSIM,0.0,0.04631457888045547,0.04571011319876146,0.04307662978408279,0.04046394114474282,0.03838603458345631,0.009086038334451374,0.0165185904506982,0.008639517657851889,0.08188888863334112,0.0672711624540896,0.030900593821207058,0.02735326049789035
NCC,0.0,0.017275196049881914,0.023677991643226676,0.023878153070343928,0.02411187984724136,0.023964523021665476,0.0015498441328155403,0.001156509128439517,0.0031705404145890284,0.014048484759267173,0.005399143375863692,0.008386119917044263,0.020017700566280525
PSR,0.0,1.093349575192315,0.48340882483791114,0.47559106603815593,0.5099013087045758,0.561117844073219,0.3954632159971351,0.47007647773669625,0.5385977929354263,8.451724234535746,5.770490381479629,2.6406774951470044,1.2284152315383052
jaccard_index_0,0.0,0.011666107287131189,0.013892102578165595,0.01426262261352049,0.014370053790135541,0.014236479939260964,0.0005324302069932139,0.0011362932980905737,0.0027897443821549434,0.0033966991621579476,0.006649603566593386,0.0024846692920251646,0.011804639773659016
jaccard_index_-1,0.0,0.07679487307963417,0.10768974853263935,0.12276176956986845,0.13038495413115453,0.13842545143506962,0.004164208891951623,0.018347103296901902,0.055448663603465835,0.06366638200916161,0.12438920002786862,0.05110918063155752,0.1525460683722489
jaccard_index_-2,0.0,0.023840236515579868,0.022681634713367527,0.03238308190512256,0.031070887478204204,0.03268371795724496,0.003985396958908458,0.01861564276556915,0.014144392975159297,0.02230789731569848,0.05000571429130609,0.0241754263477247,0.08069323807398943
