col,km_kld,km_kst,knm_kld,knm_kst
mean,1.061975701951435,0.2694063926940639,0.9807047850501439,0.34802431610942247
std,1.1450380372668774,0.1400304414003044,1.2176607715540988,0.2066869300911854
0.1,1.093616015633406,0.197869101978691,0.6695692795700575,0.2917933130699088
0.25,1.1934306045351986,0.1963470319634703,0.6383227892644834,0.3191489361702128
0.5,0.8216016073059199,0.1963470319634703,0.5512915602481604,0.3434650455927052
0.75,0.9941245130303407,0.2237442922374429,0.967548713550973,0.3541033434650456
0.9,0.9374926671245438,0.2617960426179604,1.0974410663260827,0.35714285714285715
centroid_distance_n_clusters_10,1.2449181712768849,0.4033485540334855,0.9979735360223132,0.39209726443768994
cluster_proportion_n_clusters_10,0.8777153068969018,0.0867579908675799,0.5914143062280897,0.08054711246200608
iterations_k_n_clusters_10,0.14159918921790374,0.121765601217656,0.15264606102638834,0.0851063829787234
wcv_ratio_n_clusters_10,1.1338453798278956,0.0547945205479452,0.7164518184316809,0.06534954407294832
centroid_distance_n_clusters_20,0.9496019098212488,0.350076103500761,1.1489016727419072,0.3708206686930091
cluster_proportion_n_clusters_20,0.7916443388307524,0.0502283105022831,0.520141992109033,0.09270516717325228
iterations_k_n_clusters_20,0.10642228678974604,0.0228310502283105,0.1155578382320757,0.04559270516717325
wcv_ratio_n_clusters_20,1.1772021836109672,0.0730593607305936,1.0994215620856578,0.11094224924012158
centroid_distance_n_clusters_50,0.9012087576693861,0.2496194824961948,0.951429015375545,0.24164133738601823
cluster_proportion_n_clusters_50,0.981170596977492,0.0639269406392694,0.5561741250006962,0.0729483282674772
iterations_k_n_clusters_50,0.25422520334855514,0.1765601217656012,0.26822749478315666,0.21428571428571427
wcv_ratio_n_clusters_50,0.9481430559320345,0.0943683409436834,0.8939460810873705,0.15045592705167174
centroid_distance_n_clusters_100,1.1727469646587714,0.1232876712328767,1.1357378431627017,0.09422492401215805
cluster_proportion_n_clusters_100,0.9872555433942626,0.1461187214611872,0.6100927627047117,0.0425531914893617
iterations_k_n_clusters_100,0.20046553712039328,0.1324200913242009,0.2524015495773286,0.06838905775075987
wcv_ratio_n_clusters_100,0.9960863467479651,0.0395738203957382,0.9625548597651716,0.08966565349544073
centroid_distance_n_clusters_500,1.3998455665852672,0.2237442922374429,1.4526558201158137,0.2796352583586626
cluster_proportion_n_clusters_500,1.5167197583924796,0.3576864535768645,1.3343535389478385,0.33586626139817627
iterations_k_n_clusters_500,0.2615115464518488,0.1796042617960426,0.2464106107526925,0.182370820668693
wcv_ratio_n_clusters_500,1.1329622726184525,0.2724505327245053,0.7745669477380667,0.2188449848024316
centroid_distance_n_points_per_cluster_10,6.194232621071978,0.9375951293759512,6.397785522030782,0.9680851063829787
cluster_proportion_n_points_per_cluster_10,5.242703630652607,0.8538812785388128,5.221673026301446,0.8495440729483282
iterations_k_n_points_per_cluster_10,0.04818945602833839,0.0776255707762557,0.05274579591239144,0.05927051671732523
wcv_ratio_n_points_per_cluster_10,0.48346026677374837,0.091324200913242,0.34436000140555584,0.060790273556231005
centroid_distance_n_points_per_cluster_30,2.5709127938071124,0.5890410958904109,3.495308051780633,0.6930091185410334
cluster_proportion_n_points_per_cluster_30,4.436975953695416,0.8127853881278538,5.203497478687179,0.8556231003039514
iterations_k_n_points_per_cluster_30,0.14870134201329527,0.045662100456621,0.061278421527589014,0.041033434650455926
wcv_ratio_n_points_per_cluster_30,0.42780380310207416,0.1080669710806697,0.15480350309121296,0.07598784194528875
centroid_distance_n_points_per_cluster_100,1.6873385907831462,0.3135464231354642,2.107510650689163,0.3905775075987842
cluster_proportion_n_points_per_cluster_100,3.4978447374554142,0.7488584474885844,4.310400007533851,0.8282674772036475
iterations_k_n_points_per_cluster_100,0.08715396229963723,0.0319634703196347,0.1038070743520918,0.044072948328267476
wcv_ratio_n_points_per_cluster_100,0.6538958523619485,0.0684931506849315,0.5590221844170296,0.10486322188449848
centroid_distance_n_points_per_cluster_1000,0.8203463712790984,0.2526636225266362,1.0154321585726274,0.2826747720364742
cluster_proportion_n_points_per_cluster_1000,2.068680054195513,0.4581430745814307,2.6205561086844646,0.5835866261398176
iterations_k_n_points_per_cluster_1000,0.1411273820365904,0.0928462709284627,0.3372866206187535,0.19300911854103345
wcv_ratio_n_points_per_cluster_1000,0.8928218763150986,0.0578386605783866,0.9951908861924432,0.06382978723404255
q_pct_threshold_1,1.800128775730862,0.2024353120243531,1.3776724811912153,0.30851063829787234
k_pct_threshold_1,1.431067729043721,0.1476407914764079,0.9352149924409023,0.23252279635258358
q_pct_threshold_2,1.6005231108518008,0.2070015220700152,1.311338795120663,0.3343465045592705
k_pct_threshold_2,1.3264282363535735,0.1445966514459665,0.7886386197877021,0.24772036474164133
q_pct_threshold_3,1.7537282335218376,0.2298325722983257,1.1438980545276654,0.3465045592705167
k_pct_threshold_3,1.0793029440908706,0.1385083713850837,0.8580717462904075,0.2613981762917933
q_pct_threshold_5,1.340164064952361,0.2754946727549467,1.2262637040040352,0.3541033434650456
k_pct_threshold_5,0.7537750277326174,0.1537290715372907,0.9494153776270129,0.2553191489361702
q_pct_threshold_10,1.0525301862039098,0.2983257229832572,1.2732896482343712,0.3556231003039514
k_pct_threshold_10,0.7446834948764847,0.182648401826484,0.6489580638974357,0.1945288753799392
peak_value,3.415083896357517,0.7168949771689497,3.1441948936558455,0.7492401215805471
MSE,4.536746482656864,0.8706240487062404,4.877047277757146,0.8844984802431611
SSIM,2.9108155746142974,0.806697108066971,3.0723922177813554,0.8161094224924013
