q_file_name,k_file_name,q_number,k_number,mated,q_model,k_model,q_size,k_size,q_foot,k_foot,partial_type,q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,kurtosis,centroid_distance_n_clusters_10,cluster_proprtion_n_clusters_10,iterations_k_n_clusters_10,wcv_ratio_n_clusters_10,centroid_distance_n_clusters_20,cluster_proprtion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_50,cluster_proprtion_n_clusters_50,iterations_k_n_clusters_50,wcv_ratio_n_clusters_50,centroid_distance_n_clusters_70,cluster_proprtion_n_clusters_70,iterations_k_n_clusters_70,wcv_ratio_n_clusters_70,centroid_distance_n_clusters_100,cluster_proprtion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,q_pct_threshold_5,k_pct_threshold_5,q_pct_threshold_10,k_pct_threshold_10
046560R_20180131_2_1_2_csafe_tpashek.tiff,046560R_20180131_2_1_1_csafe_tpashek.tiff,46,46,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,49325,49471,2.0037766772058228,2.6893322403352418,0.48574972495270574,0.8506657822488611,1.4876573770561805,2.4912100371792443,3.7951191982252483,900.6565548148807,54.44571979352553,0.006506375784225068,7,0.026538894024310145,66.24382798021881,0.004848594291335773,15,0.020932987977814035,16.70728548192494,0.0033053300305538684,7,0.010878859547191082,96.01429612920155,0.0024458889426394433,9,0.0058776915689394815,71.62492360433312,0.0018983539228993082,8,0.002191449632427422,0.43736441966548406,0.4355683127488832,0.678297009630005,0.679691132178448,0.8369589457678662,0.838592306603869,0.9542625443487075,0.9562774150512422,0.9916472377090725,0.989286652786481
046013L_20180131_2_2_2_csafe_tpashek.tiff,046013L_20180131_2_2_1_csafe_tpashek.tiff,46,46,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,L,L,full,39273,42327,4.218588880355939,14.3549250288765,0.611877383181401,1.143000211395124,2.1436408012137105,3.6375322345325696,5.782109674498381,205.23564738395226,161.6564999980115,0.03236569667978905,19,0.01419428377118185,64.47458992421076,0.011104885416052998,16,-0.0365603698148136,153.87438772251156,0.0064179509499778485,7,-0.16452428211577597,130.42573908881207,0.004802894672337589,12,-0.22448633640240787,179.27020359680515,0.004026021604676446,13,-0.1554824254380235,0.30061365314592725,0.27989226734708345,0.49413082779517736,0.466510737826919,0.67843047386245,0.6468448035532876,0.8707763603493495,0.8327545065797245,0.9620349858681537,0.9389278710988258
046013L_20180131_2_2_1_csafe_tpashek.tiff,046013L_20180131_2_1_1_csafe_tpashek.tiff,46,46,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,L,L,full,42327,51061,2.7086123840088603,3.0893213589822905,0.5305301689024149,1.0109456899272526,1.9804284233640612,3.354859993349389,5.37882097583598,204.93407550402696,64.08835899207772,0.01635143801471269,7,-0.18840362950095754,105.62050169305421,0.006613076192016822,32,-0.14551864003221535,63.17670622469753,0.005092351302683639,23,-0.1244817239053968,52.8836078333555,0.004255441032388397,10,-0.21346336608951386,192.6365378953515,0.0034324153598857495,10,-0.37025469126603067,0.33278994495239445,0.27633614696147746,0.5411203250880053,0.45500479818256595,0.7208165001063152,0.6132664851843873,0.8910388168308645,0.7773447445212589,0.9738701065513738,0.8598147313996984
046560R_20180131_2_1_1_csafe_tpashek.tiff,046560R_20180131_2_2_1_csafe_tpashek.tiff,46,46,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,49471,30736,22.689398849063817,31.21907852448079,1.4477728800611818,3.2622795429885323,9.49193868864556,25.574497620728373,71.24634647834948,4.4998219636844565,120.12893795772668,0.02179772869107123,12,0.14532209526219328,88.53872436291648,0.014069515759996378,11,0.10574408218289878,470.5744628670242,0.009367654745429797,21,0.0704075480949715,658.7936695749535,0.008268336450244825,17,-0.01804671851294217,527.6925494236559,0.006385878480168537,11,0.004486214565521435,0.08653554607749996,0.13697293076522646,0.15815326150674133,0.24271212909942738,0.23955448646681896,0.3536244143675169,0.3631016150876271,0.5157144716293597,0.5132501869782297,0.6826847995835502
047555L_20180131_2_1_2_csafe_hanrahan.tiff,047555L_20180131_2_1_1_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,L,L,full,43064,46413,2.5813595889566785,4.082357404655292,0.5630279405484013,0.9955265526807522,1.7857732503493837,3.073383508791971,4.852340863595276,297.805201799599,48.26044511809648,0.011465215350307473,6,-0.024729669779976118,29.65371676248354,0.009946106893575148,5,-0.03270498257894272,39.03716222602641,0.00495461226528795,19,-0.0890595815302234,37.14489891822198,0.003907560715590993,14,-0.12591937678385515,152.75505569870901,0.0029922284272174125,9,-0.12221887946900134,0.3583271409994427,0.33064012237950574,0.5829463124651681,0.5393101070820675,0.7541798253761843,0.6918320298192316,0.9131292959316366,0.8413806476633702,0.9830717072264537,0.9199793161398746
047902R_20180131_2_2_2_csafe_hanrahan.tiff,047902R_20180131_2_1_1_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,R,R,full,46168,51557,2.7364980546696205,4.754198774370908,0.5909517277573759,1.0690243159830815,1.9890075184127634,3.3033553192112293,4.850135926667003,229.4184250106069,46.97685583220002,0.013107067521975052,4,-0.06945832968205691,79.64944554203785,0.006972930705057977,25,-0.06165635255680952,67.92905725734815,0.0039612216723868485,17,-0.04451858472186084,44.805137074384994,0.0032032653583463815,14,-0.13004136865765986,30.854481234820454,0.002808890192806965,11,-0.15936480381833792,0.31987523826026687,0.2856256182477646,0.53727690175013,0.48651007622631265,0.7255458326113325,0.6692398704346646,0.9158941258014209,0.8442500533390228,0.9853145035522439,0.9166747483367923
047555L_20180131_2_1_1_csafe_hanrahan.tiff,047555L_20180131_2_2_2_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,L,L,full,46413,42935,6.549865920993107,18.136901571121676,0.5673182371321496,1.0769523307414763,2.028663443613498,3.584353337223926,6.829290856530878,21.836279201772797,58.48169173251843,0.009236147583682871,9,0.011416857162472609,40.901281933262794,0.006671448819742217,10,0.0353431941656989,41.56653660981172,0.004480859515424913,14,0.029711142733220976,262.92327959870516,0.004008122707471372,12,0.027893830730053113,214.47868828209914,0.0033193221079222362,9,0.07320854779554826,0.3154288669122875,0.3448701525561896,0.5316398422855665,0.5768021427739607,0.697153814663995,0.7582159077675557,0.8576691875121194,0.9247234191219285,0.9229526210329002,0.9838826132525911
047902R_20180131_2_1_1_csafe_hanrahan.tiff,047902R_20180131_2_1_2_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,R,R,full,51557,49651,4.587532144642356,14.829689571057402,0.5923174353845808,1.0798351594704882,2.0270947997322173,3.5305600297935733,5.846905495094266,77.68954499277382,35.361697126139624,0.00796929953945096,7,0.008006983532375148,32.24621801073519,0.005761258462562794,6,0.021395387827632565,373.42573007123303,0.003283493039313433,8,0.0253382934659883,334.62275970607953,0.0025745834200607528,9,0.02286044528025986,262.5679734509672,0.00210999085544222,9,0.0693887057185123,0.31873460441841067,0.32641840043503656,0.5277847818918866,0.5395460312984632,0.69909032721066,0.714829509979658,0.8709971487867797,0.8948057440937746,0.9618480516709661,0.984934845219633
047902R_20180131_2_1_2_csafe_hanrahan.tiff,047902R_20180131_2_2_1_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,R,R,full,49651,44823,9.318610695955599,20.71119356381867,0.9458113610311466,1.8434031658148153,3.5060070911382586,6.208288098874547,12.748441683829252,17.407372724781304,72.68567054807066,0.010641286818858,6,-0.006544529074748568,46.49000631545574,0.008866372569885666,10,-0.02741896784588907,250.25869247250782,0.007185217463323529,17,-0.08819774634276402,307.83275159995725,0.0047791540360797476,10,-0.08458418842871075,257.90551776863094,0.0037768615396342256,13,0.0009992261100583966,0.1598759340194558,0.17756508935144905,0.2964693561056172,0.3270419204426299,0.45088719260437854,0.49365281217232226,0.6769047954723973,0.7402226535484014,0.8705162030976213,0.9199741204292439
047555L_20180131_2_2_2_csafe_hanrahan.tiff,047555L_20180131_2_2_1_csafe_hanrahan.tiff,47,47,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,L,L,full,42935,44879,2.602356534719009,4.735581241728207,0.5330511670127058,0.9507361363102685,1.6990891700809383,2.8963795832742916,4.742232404938195,171.7241887964173,26.963654637586068,0.008039354249131407,4,0.0023448592615527616,32.53212684810003,0.007727780335085498,7,0.008264635906428796,27.768596252187447,0.003711283606274323,15,-0.030416751864731677,22.984141831892746,0.002978977302422615,12,-0.0671985740568583,24.89222450377876,0.002497384140484738,16,-0.10621847122653039,0.3795271922673809,0.36199558813699056,0.6094794456736928,0.5871565765725618,0.7786421334575521,0.754918781612781,0.91477815302201,0.8905724280844047,0.9795039012460697,0.9577530693642906
