col,kld1,kld2,kst,overlap
mean,3.933916594968045,2.15348440234342,0.5692958228662105,0.516242607415176
std,1.841315563979347,1.5087804048548237,0.26655887265039113,0.7827477944601589
0.1,4.389917037192251,3.5300069317647442,0.7596979917003234,0.26055368790451766
0.25,4.227011796032369,3.514799770253156,0.7611992431287097,0.26009577724964805
0.5,4.286929295766906,3.388693710818376,0.7612108090102844,0.261059465694941
0.75,4.332960775553673,2.9468793861957105,0.7337487797994938,0.3008744015953687
0.9,4.389783176598244,2.2084650900099536,0.636273843064866,0.4086029734426921
kurtosis,0.778358341779972,0.34790254761404044,0.2759943188389706,0.6357260962383474
centroid_distance_n_clusters_10,1.0227275174732546,1.1190427677743948,0.21974018403630757,0.8100588699203242
cluster_proprtion_n_clusters_10,1.0532128019549685,1.0328476206274713,0.198486720054776,0.8239588575914012
iterations_k_n_clusters_10,0.15048227149757415,0.18016822765570897,0.15427266797129807,0.8642786066181422
wcv_ratio_n_clusters_10,1.199041122367258,1.0303770877153353,0.06014027101173708,0.9205788698510756
centroid_distance_n_clusters_20,0.7392851930452425,0.826729478377335,0.24728086124180554,0.7647213168238249
cluster_proprtion_n_clusters_20,1.2924789401474197,1.053763409825052,0.24551359453720278,0.7820260387367163
iterations_k_n_clusters_20,0.16848971416253752,0.3301118520082873,0.1619477869842195,0.8398319204241329
wcv_ratio_n_clusters_20,1.300680549115931,1.2413279961150527,0.07870582411532573,0.8800444921372065
centroid_distance_n_clusters_50,1.0671422452719725,1.1227695154581427,0.2744884410579543,0.7192542109505117
cluster_proprtion_n_clusters_50,1.3849557163004,1.0734222218548797,0.2834080489283054,0.7882192478307222
iterations_k_n_clusters_50,0.1878367524404052,0.28465560874558055,0.1743487252085328,0.8426314267695947
wcv_ratio_n_clusters_50,1.0578968498966599,1.0435652173223113,0.07555065162176793,0.9036881907989646
centroid_distance_n_clusters_70,1.0672094600775435,1.1553343962628344,0.25778962124051014,0.7400881043622881
cluster_proprtion_n_clusters_70,1.5915277309390885,1.059798669668822,0.28487228953565297,0.8174362414056393
iterations_k_n_clusters_70,0.16120173116842001,0.23956752368625417,0.11914939880547573,0.8848776257679091
wcv_ratio_n_clusters_70,1.0974612289548065,1.0271258868498654,0.0877341512724783,0.897377661842757
centroid_distance_n_clusters_100,1.2369650344641707,1.2880385361135966,0.21803768626852274,0.8835098845268127
cluster_proprtion_n_clusters_100,1.5056339095831721,1.1636286409324659,0.2727396797638709,0.8797789407424951
iterations_k_n_clusters_100,0.11826273175815943,0.19958385882600535,0.09154626583947481,0.9115209533358755
wcv_ratio_n_clusters_100,1.1182894576134248,0.9806890707337742,0.0724949457097519,0.925443492058982
q_pct_threshold_1,4.306343897200724,3.6761671183679856,0.7627467580833946,0.2530726248464228
k_pct_threshold_1,4.525254820021619,3.709174752187348,0.7794131934324298,0.2366927261303634
q_pct_threshold_2,4.228452020238827,3.537521204249886,0.7687934009706088,0.2501843807901694
k_pct_threshold_2,4.3503536046949325,3.789433984296947,0.777923507885618,0.2367704937995277
q_pct_threshold_3,4.1466955981190114,3.5376757853932164,0.7611784245418755,0.25723496619708086
k_pct_threshold_3,4.61353116380351,3.8118740962789732,0.7778726180066897,0.2382576482237376
q_pct_threshold_5,4.206644783757453,3.067304100534499,0.7246094201792249,0.2980677678286307
k_pct_threshold_5,4.411998521138247,3.473865263649524,0.7368391833562338,0.2749376251285676
q_pct_threshold_10,3.9099615457628945,1.7162393575657895,0.5860617247967875,0.4503958341099424
k_pct_threshold_10,3.830837818617059,2.13037000468925,0.6195981550105712,0.4041544467800956
