q_file_name,k_file_name,q_number,k_number,mated,q_model,k_model,q_size,k_size,q_foot,k_foot,partial_type,q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,centroid_distance_n_clusters_10,cluster_proportion_n_clusters_10,iterations_k_n_clusters_10,wcv_ratio_n_clusters_10,centroid_distance_n_clusters_20,cluster_proportion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_50,cluster_proportion_n_clusters_50,iterations_k_n_clusters_50,wcv_ratio_n_clusters_50,centroid_distance_n_clusters_100,cluster_proportion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,centroid_distance_n_clusters_500,cluster_proportion_n_clusters_500,iterations_k_n_clusters_500,wcv_ratio_n_clusters_500,centroid_distance_n_clusters_1000,cluster_proportion_n_clusters_1000,iterations_k_n_clusters_1000,wcv_ratio_n_clusters_1000,centroid_distance_n_points_per_cluster_10,cluster_proportion_n_points_per_cluster_10,iterations_k_n_points_per_cluster_10,wcv_ratio_n_points_per_cluster_10,centroid_distance_n_points_per_cluster_30,cluster_proportion_n_points_per_cluster_30,iterations_k_n_points_per_cluster_30,wcv_ratio_n_points_per_cluster_30,centroid_distance_n_points_per_cluster_100,cluster_proportion_n_points_per_cluster_100,iterations_k_n_points_per_cluster_100,wcv_ratio_n_points_per_cluster_100,centroid_distance_n_points_per_cluster_1000,cluster_proportion_n_points_per_cluster_1000,iterations_k_n_points_per_cluster_1000,wcv_ratio_n_points_per_cluster_1000,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,q_pct_threshold_5,k_pct_threshold_5,q_pct_threshold_10,k_pct_threshold_10,peak_value,MSE,SSIM,NCC,PSR,correlation_coefficient,jaccard_index_0,jaccard_index_-1,jaccard_index_-2
020_05_R_02.tiff,020_05_R_03.tiff,102,102,True,,,10.0,10.0,R,R,full,32286,31723,6.1766924381138715,22.984145233085464,0.9584128749023056,1.7947612480205715,3.314206746650532,5.693140431999243,9.436113551892113,85.19558857020978,0.020768007056499966,14,0.03456923738866973,135.67142109883292,0.012852591560905758,17,8.552066969750575e-05,142.83984045513387,0.006614480022630465,13,-0.008239500447549274,179.0101106059297,0.0037678931756952093,24,-0.07012232227980802,319.3539310051338,0.0012002567054507141,11,-0.18684781770310768,513.9158466118702,0.0006925642356707644,14,-0.3471005710595478,838.3321625495851,0.0002517203119259213,6,-1.1278845776220496,519.6610423874897,0.0006323322952119231,8,-0.35480162463346615,298.415661587826,0.0016203548990625285,17,-0.13517703236281747,107.46944485952645,0.008730268563175641,15,-0.005300780796223826,0.15957380908133556,0.15969485861992877,0.30976274546242955,0.308419758534817,0.4710091061141052,0.47066796961195345,0.7098123025459951,0.7112505122466349,0.9118813107848603,0.9168111464867762,140974199.9999999,653.522486769813,0.8835624706185307,0.06270160871281151,12.56992308004376,0.06270160871281671,0.02200539755034254,0.4445254714032712,0.8980891719745223
009_05_L_01.tiff,009_05_L_03.tiff,46,46,True,,,10.0,10.0,L,L,full,34319,34668,3.6417250240407886,8.859910887660273,0.5930077081162742,1.024619838593491,1.8770495073495137,3.446330950934785,6.543275154495255,29.95600889236709,0.017400700378844867,4,-0.03534756633690646,50.080496616080275,0.009325564169424847,13,-0.050674422314667705,52.25826386519455,0.00529403497041026,10,-0.044400521952253524,45.59249879093745,0.0028244158578545693,18,-0.07946681611092023,214.09758121102269,0.0009196686510377865,11,-0.15150846326341036,370.79917726733487,0.0005899814851391594,8,-0.2704677056432226,761.6103392021339,0.00022407679872522702,6,-0.7844633072958496,419.6583680514916,0.000540083692342433,10,-0.26973238735147725,34.13089699423191,0.0011750720972692964,10,-0.12175861802612256,93.107370800197,0.00801135344594098,17,-0.027060290590987145,0.3252134386200064,0.3217664705203646,0.5445088726361491,0.5405849775008653,0.7052070281768117,0.7055786315910927,0.8568431481103762,0.8653801776854736,0.947987994988199,0.9624437521633783,210811049.99999988,625.9610950586974,0.8731493474626286,0.08915376914256812,17.69272137686957,0.08915376914255953,0.04931323486911154,0.5862309368191722,0.8745980707395499
017_02_L_02.tiff,017_02_L_03.tiff,86,86,True,,,5.0,5.0,L,L,full,31215,30698,6.472147650936186,15.563053850191872,0.6747723045316016,1.2640876953407645,2.4513405581823333,4.815770845847488,11.75350352412889,106.98967764204508,0.008867699702471329,17,0.04449549384830311,39.94445288712659,0.01045137307240275,7,-0.0006188196749061705,125.56699627508861,0.006086731075482484,21,-0.00866228885859975,86.54329694008032,0.0033055766845432634,16,-0.05924183227671434,384.37599792510633,0.0010613644539260744,11,-0.09582900662955089,545.8441438388317,0.0006491534654563366,9,-0.2162630290690734,729.9280824424874,0.0002552037817801616,5,-0.8302544919027456,511.371451534708,0.0006335953109001377,9,-0.22424402999993748,301.0811616910213,0.001548846801781863,13,-0.06545000924106215,39.44251923870001,0.007229893685984648,10,-0.014546385078737643,0.26211757168028194,0.26819336764610074,0.44235143360563833,0.4637761417681934,0.6029473009770944,0.6345364518861164,0.7656895723209995,0.8226594566421265,0.8839340060868173,0.9436119616913154,156840300.0,687.9751428413955,0.8863876274152703,0.07269481015030468,13.597589305769963,0.07269481015030302,0.04020320279908492,0.5102389078498294,0.8451327433628318
021_01_R_03.tiff,021_01_R_04.tiff,117,117,True,,,9.0,9.0,R,R,full,22291,19767,6.145005917709443,14.320017858744473,0.6488889900051206,1.1854682520909963,2.245784920931207,4.070949766837321,10.511984922896456,37.11852918834296,0.019079883726775354,8,0.0018582602041092326,59.59544556359548,0.011444400319683187,13,0.021528730924363984,41.38826829229924,0.0053505967162724485,10,-0.06560310695656595,82.33428836459925,0.003451572540022139,11,0.01579939671394077,419.14204610816427,0.0012215042559002888,8,-0.0481954169778283,633.9525237970785,0.0007040346038653317,6,-0.13100659061874625,946.1248008510308,0.00033778552916567705,5,-0.16124900747492393,586.1680409644101,0.0008818973886449568,9,-0.11920853614780202,366.7282176961219,0.0021186772478950125,10,0.005157637374558709,77.86103376535162,0.014183217101858603,15,0.0383807303117059,0.2780942981472343,0.3068750948550615,0.4773675474406711,0.5271917842869429,0.644834238033287,0.7022309910456822,0.8126149567089856,0.8802043810391056,0.8967744829751918,0.9663074821672485,144875699.99999997,428.5872388147798,0.9274297675724263,0.10306121837879385,28.903748543166188,0.10306121837880651,0.04519309778142974,0.5379704301075269,0.8339350180505415
003_02_L_04.tiff,003_02_L_05.tiff,8,8,True,,,10.5,10.5,L,L,full,49856,49259,12.949385750804362,19.823380481175036,1.033617511649997,2.300288096841588,5.549943510918548,15.226610407276283,33.24766060908667,196.04346221575025,0.02757385274531675,16,-0.019779522823441906,94.19149686690461,0.015305115258197879,9,-0.01778148818876564,78.48246303050324,0.007341186355114471,12,-0.0040755827241957645,298.0088694374579,0.00397955136274486,16,-0.02449324054830333,610.6757121901036,0.0013185072169829616,17,-0.2986841074139598,762.908097663658,0.0008121696729220496,14,-0.7774885895947036,919.908354369877,0.0001898190738179102,7,-2.6414576022120366,839.4310246901515,0.000550966307691788,13,-1.0147609023583914,600.769468856117,0.0013067215017977106,17,-0.29522444898820993,79.61094422124324,0.007269594774665456,11,-0.0035995026891546098,0.13577102053915277,0.13563003715057148,0.23379332477535303,0.23449521914776994,0.3389160783055199,0.3413589394831401,0.4811055840821566,0.49314846017986563,0.6599205712451861,0.7006638380803508,189742949.99999988,1146.3328980817594,0.8677805641216618,0.05014668357365525,6.303240256759322,0.05014668357365602,0.024480996652259984,0.31353211009174314,0.7427385892116183
007_02_R_01.tiff,007_02_R_02.tiff,31,31,True,,,11.5,11.5,R,R,full,26790,25398,7.132520091314901,12.277683655195707,0.8347861381700663,1.7807772170080267,3.4685184570596066,6.38371188932884,14.267031512789409,100.88426066912035,0.020699000823194137,11,-0.007458332847446571,114.53189841416818,0.011731269268827142,16,-0.08227072393338093,80.03463427683376,0.006259354992814213,18,-0.12337297650832078,57.085735574087884,0.004046213286743277,13,-0.1838309364140772,421.8595992806206,0.0012212176628808484,15,-0.24948940842632425,592.1019659282697,0.0007414284956565715,8,-0.6536465522357692,962.1879897723283,0.0003014889408360487,5,-1.026919432349289,537.2251142356224,0.0008138536562367908,9,-0.5251203000527914,214.21910906573996,0.0018619283649595252,13,-0.22764115456811626,83.63277587933062,0.008832948534963286,13,-0.09487846605068796,0.17681970884658454,0.18316402866367432,0.30623366927958195,0.3118355776045358,0.45449794699514745,0.46102055279943305,0.678200821201941,0.6777305299629892,0.856140350877193,0.8478226632018269,118605599.99999997,457.6035323019912,0.9045509596143924,0.06639541508576903,18.49027482478935,0.06639541508576645,0.03010086256242228,0.39031118958287353,0.8020304568527918
019_02_L_01.tiff,019_02_L_03.tiff,96,96,True,,,5.0,5.0,L,L,full,95669,103302,3.180790424316784,5.68376726258354,0.728971021004135,0.9253038598025042,2.220481954611177,3.2573184230048247,5.625408941781294,104.9092889823204,0.010645781422203498,19,-0.06066832238027249,83.2510848072601,0.010124131415475718,19,-0.1769301676800197,66.13298084134536,0.003983052758652929,27,-0.06885120432708929,72.93887845540675,0.0026634752025001002,35,-0.11685150153439693,180.47512887314292,0.0008641548395067457,31,-0.19087188604191674,191.12251737990684,0.0005256233708910354,17,-0.3438133470144773,687.6238888216907,8.38122128831662e-05,7,-1.7099239488771454,295.4884504042909,0.00022108282388805394,20,-0.6702655962224804,185.99888312294087,0.0005350980982741481,19,-0.31232023573879464,76.73460723088967,0.002708936221429754,35,-0.10153005060693125,0.3283822345796444,0.3073512613502159,0.58134819011383,0.5539098952585623,0.7331528499304895,0.6984085496892606,0.8858878006459773,0.8305744322471975,0.9581891730863707,0.9230702212929082,1315000574.9999995,1485.7972124676173,0.7927808545259615,0.19184748731709728,14.19659526491729,0.19184748731711643,0.03022253979102592,0.6100740910918385,0.8821548821548821
026_02_R_02.tiff,026_02_R_04.tiff,138,138,True,,,7.0,7.0,R,R,full,36674,35905,4.158857101628751,18.59269354079685,0.5710371063007461,0.9955412501734453,1.793929506072335,3.1806353820147617,5.424713206434768,110.81208463807249,0.015157186693435784,4,0.007329005076087721,81.54241102828995,0.008646460063601345,8,0.02848414959289875,55.45666607128123,0.003967349605126914,12,-0.0011107349861008188,47.92418867237439,0.0024509566768691265,20,0.01839410633780204,314.39063348263494,0.0008917556005223972,14,-0.07222279143079724,353.0445520531772,0.0005401299586891129,9,-0.19869582560721855,740.2674158691946,0.00020666438410421465,5,-0.8372165897301703,385.60746990420097,0.0004827108243495445,8,-0.2370505887444293,244.43099975080696,0.0010860352455801924,11,-0.04352912798601251,62.66508257964523,0.00526591121490925,11,-0.006229958315590275,0.3469215247859519,0.34413034396323633,0.5714675246768828,0.5606182982871466,0.7406609587173474,0.7320985935106531,0.8909581720019633,0.9043308731374461,0.9588809510825108,0.9796685698370701,245274299.99999988,704.1340947836175,0.8987762764150601,0.09855306049982847,17.211780408574516,0.09855306049983797,0.052934858337203905,0.6741529774127311,0.7740112994350282
005_02_R_02.tiff,005_02_R_03.tiff,16,16,True,,,5.5,5.5,R,R,full,17771,19130,4.313075961130032,9.425419674332467,0.6259265753569898,1.1390408049108047,2.188466411076168,4.12129752599385,7.7564131779154515,36.53843512158492,0.010663709723136523,9,0.02039892166933293,74.5448114414928,0.01255637033835723,16,-0.0281574470643663,52.4501324683986,0.0037144861566906786,23,-0.09935895791067645,35.46222475152963,0.003160860617097283,9,-0.17179913430691265,269.7770464322229,0.0011779233444355313,11,-0.3431015038319651,508.51857583976005,0.0007257348297560687,7,-0.7951567831326387,726.9908414421725,0.0004373977209334138,6,-1.1065521643065295,374.4457342265476,0.0010294950572727437,10,-0.4801369898652756,97.55322173051073,0.002206092966052227,10,-0.20923970074669201,65.00279107172518,0.012334717709779954,10,-0.051391611361923474,0.2886162849586405,0.26889702038682695,0.4815710989814867,0.4538944066910612,0.6414382983512464,0.6024568740198641,0.810027573012211,0.7647673810768426,0.9348939283101683,0.893883951907998,103389750.0,320.33344022275855,0.9354179561936276,0.08376720621479798,32.01465422780255,0.08376720621479686,0.04246002599016894,0.4862119013062409,0.8609271523178808
025_06_R_02.tiff,025_06_R_05.tiff,134,134,True,,,7.5,7.5,R,R,full,22104,21663,6.514720295303119,16.252091740188813,0.9365451839134478,1.8965707058020715,3.7321271026971754,6.099271591760937,9.897970931096822,114.79987632377122,0.010778527452269936,17,0.05966275685801811,58.40412921362171,0.007721971902512402,5,-0.009905063088322272,68.41767341174152,0.004287866462632274,10,0.014110451258435477,50.582458934669155,0.0029707099624349466,13,-0.017724840782023445,282.99418310442604,0.0009831543035976995,14,-0.20860717671193219,495.514900554866,0.0006630927459327605,8,-0.4927981922020884,755.5654543096721,0.0003495828573315685,6,-0.98419105150346,453.55603266971445,0.0008097399588676123,11,-0.38826864130040106,390.7476461607124,0.0017683453845486418,15,-0.10656307339747818,67.65047108796453,0.008165423204499535,16,0.009215274423169922,0.15580890336590664,0.15861145732354706,0.28085414404632647,0.2842173290864608,0.4191096634093377,0.420301897244149,0.663590300398118,0.672760005539399,0.9022348896127398,0.9073073904814661,85312799.99999999,400.1309429930554,0.9159425808963125,0.05689792935372966,18.3277231795947,0.056897929353727776,0.022173933361372026,0.41106769191982856,0.8678571428571429
