q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,centroid_distance_n_clusters_20,cluster_proportion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_100,cluster_proportion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,q_pct_threshold_5,k_pct_threshold_5,q_pct_threshold_10,k_pct_threshold_10,peak_value,MSE,SSIM,NCC,PSR,jaccard_index_0,jaccard_index_-1,jaccard_index_-2,mated
43574,46645,5.025141172376603,11.674541539880286,0.7931861278490628,1.54814466893596,3.108190482152707,5.451484073456113,8.201864857991945,64.71045212620396,0.0160094065593156,9,-0.0705336056463017,371.476595849998,0.0045590705669415,11,-0.1963723844371183,0.2011061642263735,0.1904384178368528,0.3518382521687244,0.3339050273341194,0.501399917381925,0.4784221245578304,0.7266948180107403,0.6787865794833315,0.9397806031119474,0.845213849287169,195595200.00000003,838.2422482958593,0.8867524682171065,0.0602469045562639,9.668393216409749,0.0298442709046901,0.5042169317817872,0.8453947368421053,True
46645,48739,2.718974461973629,4.719033894998423,0.58965317781718,1.0688064081367763,1.9623911025848568,3.242693336405147,4.871547937926469,19.907076002006725,0.0057590052380731,4,-0.0247363439865881,19.09111796118976,0.0021043154760018,9,-0.1015661044908253,0.3224568549683781,0.3048687909066661,0.5439382570479151,0.5199737376638831,0.7336263265087362,0.7072980569974764,0.9123164326294352,0.8956277313855434,0.9802551184478508,0.975522682041076,303081524.9999997,863.2103645289528,0.8920301689085873,0.0911582861767995,13.30188171937287,0.0488569950581683,0.6704018109790606,0.9449838187702264,True
50332,44459,5.814226512394314,15.622019064920565,0.653716555400425,1.2243558193478288,2.3187037122801843,4.065256437359221,7.915733772256942,55.87555489936287,0.0070355250854105,13,0.0386891299455447,150.37715577521524,0.0029874315677678,9,0.0963704563987152,0.2750337757291584,0.3058098472750174,0.4668997854247794,0.5142265907915158,0.6403480886910912,0.6955846960120561,0.8216641500437097,0.877685058143458,0.924680123976794,0.9721316268921928,270308925.00000006,917.1181383547322,0.8784201577895325,0.0808157363986884,11.39382517906892,0.0454650765106298,0.6255862144181481,0.9195804195804196,True
48739,45670,8.899337191687751,21.83014687045747,0.7474454029750414,1.4268799794655027,2.7426554242331083,4.922895771762221,14.346801270677544,85.37591175973925,0.0132952709801792,18,0.0799888991067051,357.22303723841964,0.0042698745635385,17,0.1061897278789799,0.22649213155789,0.2376176921392599,0.395699542460863,0.4141668491350996,0.562198649951784,0.5802496168162908,0.7649931266542194,0.8024961681629078,0.8786187652598535,0.9619662798335888,225571725.0,892.4157779936896,0.8822935756708526,0.0667043333972021,9.943893043752086,0.0345686326136563,0.5582176929748482,0.8782894736842105,True
96052,66302,9.334697538066257,17.932455483128265,0.7163195962817709,1.3581015664793403,2.7705302067858177,7.1560328955678045,26.93310915610451,98.56501365780572,0.0117359964969102,17,0.122649207171034,85.45492034021761,0.0037596258387593,22,0.1376072211737999,0.234320992795569,0.3328104732888902,0.3976596010494315,0.5579017224216464,0.5404468412942989,0.7436427257096316,0.6912818056885853,0.9179511930258514,0.790332319993337,0.983243341075684,468700200.0,1626.691596489448,0.7520230608994405,0.0778985917796426,6.693299094594777,0.0437686843035777,0.5293222029715966,0.8968481375358166,True
93909,74103,6.579094725854055,11.282091306617932,0.6940067394956583,1.256793100211249,2.539771692975719,5.708240524437441,18.84831101236364,81.85869934438524,0.0182134141561356,18,-0.0239950471558037,45.75772046306754,0.0042100257148194,23,0.036693322921569,0.2583032510196041,0.3225780332780049,0.430352788337646,0.5424341794529236,0.5756104313750545,0.7198628935400726,0.7265650789594181,0.8862934024263525,0.8337858991151008,0.9671808158913944,453159224.9999998,1950.798779471981,0.7051091594852169,0.0684769829715496,5.146848599608235,0.0419296188047235,0.5620590540893651,0.9269662921348316,True
66302,95473,2.300107069888671,2.86027987052329,0.5427573723986467,0.966735866915688,1.7337850598794202,2.883763669940075,4.393083502100123,64.88571479401872,0.0086764053436868,8,-0.1552087602016167,55.35335731772336,0.0031898934289283,26,-0.2622796794853299,0.3658109860939338,0.2581358080294952,0.6011885011010226,0.433148638882197,0.7826611565261983,0.5755134959622092,0.9326113842719675,0.7120861395368324,0.9895025791077192,0.799891068679103,482225400.0,1565.5668551399326,0.7650481695330097,0.081253240740367,7.150311262414774,0.0470137468610039,0.5567704405903264,0.8838526912181303,True
95473,62646,10.157063076861949,17.623041694184316,0.7070779848951514,1.3319564493221112,2.7803449531699638,9.244336326633071,30.62490715644832,125.59461260923588,0.012513531144023,24,0.1233866107690426,64.28964952048413,0.0039763170439011,28,0.1612097429923707,0.2407696416787992,0.3609168981259777,0.403035413153457,0.5960955208632635,0.5355126580289715,0.7754685055709861,0.6670995988394625,0.927210037352744,0.7596597991055063,0.9844842448041377,446396625.00000006,1529.6998677353415,0.7674311014727475,0.0771620984249367,7.044964209632796,0.045387529503547,0.5253640842401602,0.8968481375358166,True
74103,68168,3.74601055639053,8.941167291711002,0.5678824422341422,0.989654962927062,1.783235308080974,3.20294940279645,6.19021107480186,70.79650297702568,0.007632699914734,19,0.0156545310944447,47.93234402440706,0.0025544800676096,25,0.0227752354136237,0.348582378581164,0.3748386339631498,0.5740523325641337,0.611679967140007,0.7348825283726704,0.7764640300434221,0.8713547359756015,0.9122168759535266,0.9423235226643996,0.9687389977702148,499131900.0000001,1416.8803394957868,0.7993998748815658,0.0969862883045193,8.851242690721001,0.0556829396792888,0.6528015820698747,0.9266862170087976,True
68168,99075,2.4579627714230927,4.19457937091024,0.5544646269537247,0.965281041348426,1.7302284476996752,2.9655049475413326,4.669579393369773,78.98700687061461,0.0117997015238594,21,-0.0815619008563749,44.55566704996779,0.003446845182477,20,-0.1968868957739962,0.3637630559793451,0.2533535200605601,0.5950592653444431,0.424557153671461,0.7659165590893088,0.5601715871814282,0.9190235887806596,0.6996719656825637,0.9834086374838634,0.7987686096391623,465058800.0,2046.7949438445112,0.6919635487084721,0.0713544390125356,5.145825032031014,0.0446832437835811,0.5389692017598995,0.9320113314447592,True
44994,49215,3.098552574348924,2.8873951655365078,0.7259921824514746,1.297303442408921,2.352457037563227,4.086891805968495,6.24674869129049,87.85738089332442,0.0084552689126361,21,-0.0739253158912532,28.056498562797685,0.0030154992550985,12,-0.2572374738196603,0.2533671156154153,0.231331911002743,0.4504822865270925,0.4127806563039724,0.6237053829399476,0.5708625419079549,0.8437124949993332,0.7884588032104033,0.9789527492554564,0.9068779843543636,256198499.9999999,855.9986518212993,0.8818358315942798,0.0771077736890345,11.668518163315571,0.0338330187436899,0.5968968030823701,0.9122257053291536,True
48711,41682,9.886879106697435,23.542516847244592,0.7361142075899366,1.3830607173556777,2.7300452636896653,5.1468316170345805,19.001039446799712,55.3952761074652,0.0141887878207415,9,0.0634345449039724,327.1760139871779,0.0040707130563966,16,0.0522294644484303,0.2327400381843936,0.2694448442972986,0.4004844901562275,0.4651888105177295,0.5599556568331588,0.6411160692865026,0.7502617478598264,0.8542536346624442,0.8556999445710415,0.9664363514226764,230058450.0,828.1957711709778,0.8830107686812622,0.0721406208090969,11.400684117333943,0.0374672849993112,0.5637305699481865,0.8678678678678678,True
49215,50254,4.410605565362924,11.184735352205864,0.5854543934967888,1.053808971175147,1.9656694111961848,3.387003667803773,6.009034843687284,70.42378956574939,0.0121578196821406,14,0.0160588003049165,47.40661009374705,0.0035253110738488,10,0.0069212842823486,0.324738392766433,0.319218370676961,0.5382098953571066,0.5281768615433597,0.7144569744996444,0.7079635451904326,0.8729858782891395,0.8864170016317109,0.9423346540688814,0.9681219405420464,315371249.9999998,889.5706057921,0.882624605419462,0.0906350150763919,12.868121568324176,0.0512603709771177,0.6533319621554916,0.9101796407185628,True
41682,48514,4.2027142435643485,10.648959548698825,0.7769403118143766,1.398843240901464,2.597255640588056,4.239612170170133,6.266463988020807,68.35942232535153,0.012096622071464,15,-0.0543473121863025,209.42116835139296,0.0039057916621353,20,-0.2476997690349189,0.2274602946115829,0.1934080883868574,0.40588263519025,0.3425609102527105,0.5873278633462886,0.5017314589603001,0.831342066119668,0.7242445479655357,0.9612542584328968,0.8577111761553367,232334324.99999988,1018.2313202607872,0.8521332673730296,0.0715856522227726,9.37110770000048,0.0288125926770845,0.5363515856021209,0.8417910447761194,True
50254,52136,3.186804425402524,6.752125304254062,0.5563713864170693,0.9935295988261578,1.843866163579536,3.352487789245099,5.832509514574175,56.459916077972,0.0100396298010259,10,-0.048456579850812,30.928315488009584,0.0031464067039623,13,-0.1054591472399922,0.3507581486050861,0.3364086235998159,0.5623034982289967,0.5376323461715513,0.7216937955187647,0.6846516802209606,0.8742985632984439,0.8257633880619917,0.9651371035141482,0.9214170630658278,351004950.0000002,987.8424079664264,0.8691080423893858,0.0978308079543729,12.425078593986832,0.0542915117368957,0.6339517255136645,0.9294117647058824,True
48514,35751,22.24114998048873,44.3586835336284,0.8521062366428319,1.7107732793678505,3.675419599222626,10.391971277937136,93.11499636519108,115.08702361635164,0.0149517658988985,20,0.0434892912956599,618.4804877477959,0.0049816512227764,7,0.0504153272393278,0.1829987220183864,0.245307823557383,0.3161561611081337,0.4224497216861066,0.443377169476852,0.5919554697770691,0.6071649420785753,0.7937959777348885,0.746464937956054,0.933288579340438,178558650.0,917.587547508744,0.862907814910214,0.0589325116025847,8.839786209305828,0.0316908307210031,0.4599034808501899,0.7878787878787878,True
48188,39938,8.507574355234295,20.118681773669124,0.760214959950425,1.3948013955199174,2.7279079233147026,5.386297698713912,16.956809487832782,60.19650246249,0.0104087175893989,7,0.1100315673649866,191.17327624004872,0.0038939690415713,14,0.1484212265013163,0.2306383331949863,0.2739996995342781,0.3994355441188678,0.4746607241223897,0.5574624387814394,0.6565927187140067,0.7391674275753299,0.8554008713505934,0.8453764422677845,0.9667234213030196,244949175.0000001,850.1643043014137,0.8843168436038161,0.0793194875940993,12.065499873099506,0.034816815406294,0.5629604822505023,0.8831615120274914,True
50329,37930,14.23082973066224,31.26165551345897,0.6308246372655621,1.235548396448618,2.54157712359401,5.624410929390116,56.04101491886252,62.177050893085045,0.0121700083907382,15,0.0713286471124822,244.370703070946,0.0051059399901764,9,0.1088522465105807,0.2658507023783504,0.3524387028737147,0.4345009835283832,0.5719483258634327,0.579049851974011,0.7537041919325073,0.7302946611297662,0.9167677300290008,0.8177392755667706,0.9835222778803058,280387800.0,866.368552851111,0.8851347724155691,0.0920635078279034,13.50116567095242,0.0513669664661385,0.5687543332562977,0.8793103448275862,True
37930,38322,2.462210864334051,4.774253570542069,0.4554996556345166,0.883525250112113,1.6698374521090584,2.821071737836668,4.111248679800671,23.605875503205088,0.0063003889304989,5,-0.00315416924091,16.4303252733593,0.0021829145076644,8,-0.0226740870509502,0.397627208014764,0.3952559887271019,0.6226206169259162,0.6246020562601117,0.8078302135512787,0.8100829810552685,0.9425784339572898,0.950942017639998,0.9794358027946216,0.9872136109806378,359653274.9999996,886.4701610083432,0.8898191748770181,0.1382024798203644,18.19574615714511,0.0782087357362028,0.7324981577008106,0.9216417910447762,True
39938,47130,2.9391862910444395,3.591549043952403,0.681705078804283,1.1687416456803064,2.169824426902706,3.600770341460917,5.832020056409663,102.04128916947045,0.0083391133561655,17,-0.1745670445337589,34.969004247645174,0.0041954790999141,13,-0.3863451399268547,0.2869197255746407,0.2424570337364736,0.4983724773398768,0.4232123912582219,0.6846612248985928,0.5803522172713771,0.8702488857729481,0.747422024188415,0.9754619660473736,0.85523021430087,248915700.0,893.0322964748773,0.8772984519374631,0.0813430249476118,11.759564867185166,0.0349840711330892,0.5730726256983241,0.8720538720538721,True
47130,38387,11.293842754001725,23.21055083604173,0.7196964908641701,1.3723572044618693,2.872741924484215,6.933538005469213,32.35842505835634,79.94192733538463,0.0142441741999278,15,0.1303766023903101,290.47315953970974,0.0047629978009635,11,0.1334353972120707,0.23505198387439,0.2928335113449866,0.3950774453638871,0.4917810717169875,0.5275196265648207,0.6614478860030739,0.6858688733290897,0.8548466928908224,0.8018883938043709,0.9733243024982416,223295850.0,893.1228038770521,0.8756463612643473,0.0738601105929331,10.869076608642583,0.0398604034680253,0.5347214406302757,0.8610169491525423,True
38322,51473,2.7914393271651856,4.469578547229275,0.6240854221949544,1.1179744074910831,2.096284802239253,3.4940781787970105,5.4131580928200576,113.04400379419845,0.0123715031573155,31,-0.1565319458736049,42.092323452332536,0.0051163002747508,13,-0.5314991165229583,0.3034549345023746,0.2274396285431197,0.5127602943478942,0.3830163386629883,0.6950054798810082,0.5214578516892351,0.8847920254683993,0.6804344025022827,0.9819946766870206,0.7814776679035611,249565949.99999985,1008.230143302616,0.8649070826887337,0.0786975277090888,10.304924332388063,0.0381409330019076,0.5358516172811582,0.8322147651006712,True
39301,42221,2.9055936897861807,4.11612214166474,0.5415552424353995,0.9585257387379896,1.7682584358507414,3.2151685446103246,5.870857775474205,77.05387654655887,0.0082716111954308,13,-0.0743811605069634,40.2489016406171,0.0031605955872304,21,-0.2885553894523116,0.3707284801913437,0.3478126998413112,0.5828095977201598,0.5486369342270434,0.7387343833490242,0.7025650742521494,0.875194015419455,0.848274555316075,0.961018803592784,0.9378508325240994,290466674.9999999,852.6740299650775,0.8894101375401606,0.1030683284326228,14.90293523043721,0.0563856670770427,0.6315178110480124,0.8503649635036497,True
42221,46930,2.608050871894481,4.308787602318627,0.6371691956757894,1.143564915800002,1.9122066493678127,3.217850990751656,4.692598335722868,73.85371394312052,0.0086158822735598,16,-0.0675943263445125,35.895341078403284,0.0035579141843496,9,-0.1801630956086344,0.3135880249165107,0.2786490517792457,0.5525686269865706,0.488429575964202,0.7419056867435636,0.654719795440017,0.9206319130290612,0.8152780737268271,0.9875417446294498,0.8922011506499041,331887600.0,976.0208752583952,0.8725623881943804,0.1071066211821286,13.547728260890247,0.0416418381296224,0.6218665411321643,0.8802816901408451,True
49568,38776,9.645614038046403,20.614439214795983,0.7669210848074424,1.5239266154486657,3.100151559515991,6.363223244972642,20.687950565168546,88.32975758762845,0.0142135075262292,18,0.0096005180142072,308.2358001182224,0.0047472574649194,10,0.0363298967640054,0.2080777921239509,0.2613214359397565,0.3619472240154938,0.4454301629874149,0.5114388315041962,0.6115638539302661,0.6949039703034215,0.8053435114503816,0.8285385732730794,0.9446306994016918,226287000.0,964.2482835714832,0.8699544820698102,0.0719694936171172,9.93690694564285,0.0357469458578563,0.5141573033707865,0.8585526315789473,True
46930,47672,2.166689694474822,3.6337789065657007,0.5136263686526849,0.9209795875829212,1.6315011844603764,2.6974216434532567,3.9812057502129936,13.768760731692916,0.0063626854553007,3,0.0013355020693919,27.65731498385617,0.0019773625330903,8,-0.0132005838785147,0.3937140421904965,0.391193992280584,0.6350735137438739,0.6324886725960732,0.8138291071809077,0.8111889578788387,0.950585979117835,0.941475079711361,0.989196675900277,0.985463164960564,396912599.99999976,952.6456393810408,0.8836257880216692,0.1216749794796843,15.34545321857356,0.0632608329118192,0.7253389434315101,0.951048951048951,True
