col,km_kst,knm_kst
mean,1.5543122344752192e-15,0.02940124306247982
std,4.960476474025199e-13,0.0347497725055107
0.1,1.5543122344752192e-15,0.009587163874426707
0.25,1.5543122344752192e-15,0.0015850889000731394
0.5,1.5543122344752192e-15,0.0033276853878325685
0.75,1.5543122344752192e-15,0.027369944584193284
0.9,1.5543122344752192e-15,0.03982876259148194
centroid_distance_n_clusters_10,7.9977296429945e-7,0.29970328841682015
cluster_proportion_n_clusters_10,4.404705722382829e-8,0.3174460543938282
iterations_k_n_clusters_10,0.044803244424941546,0.8079379807910866
wcv_ratio_n_clusters_10,0.014772567468452458,0.005872478939356829
centroid_distance_n_clusters_20,2.690540124028473e-9,0.2015585035129498
cluster_proportion_n_clusters_20,1.2535021909343413e-9,0.12342896731989317
iterations_k_n_clusters_20,0.06394913430121463,0.9448315239867241
wcv_ratio_n_clusters_20,0.037906045875147676,0.21809804243321884
centroid_distance_n_clusters_50,3.1148587331664146e-7,0.7364303894831823
cluster_proportion_n_clusters_50,1.1549978085056978e-8,0.06481320080996045
iterations_k_n_clusters_50,0.0032089084331461404,0.38769819792647553
wcv_ratio_n_clusters_50,0.154931293114569,0.831041596064723
centroid_distance_n_clusters_100,1.5662068097999082e-7,0.24674290143940392
cluster_proportion_n_clusters_100,1.75646174271904e-8,0.033042123002369195
iterations_k_n_clusters_100,0.03392520377800623,0.9137388571527569
wcv_ratio_n_clusters_100,0.011639612699575475,1.0735300174025131e-4
centroid_distance_n_clusters_500,1.776804606778981e-7,0.03385110551512338
cluster_proportion_n_clusters_500,1.409730776558149e-9,0.017697016352991923
iterations_k_n_clusters_500,0.009399003513253401,0.9966427286180728
wcv_ratio_n_clusters_500,3.415410309726141e-5,3.1948327989406167e-4
centroid_distance_n_points_per_cluster_10,4.722888746755416e-13,0.20560872654426754
cluster_proportion_n_points_per_cluster_10,0.050940339557258296,0.00851549707376642
iterations_k_n_points_per_cluster_10,0.9240220252248202,0.99771812118086
wcv_ratio_n_points_per_cluster_10,0.9486582590427786,0.5064669173864625
centroid_distance_n_points_per_cluster_30,1.5970988975766431e-9,0.12326809750123202
cluster_proportion_n_points_per_cluster_30,2.836342219638688e-4,0.016773848271964487
iterations_k_n_points_per_cluster_30,0.018217471722743683,0.9998223347500353
wcv_ratio_n_points_per_cluster_30,0.004013376942385349,0.11612122372110989
centroid_distance_n_points_per_cluster_100,8.353316106379793e-6,0.012091469357073503
cluster_proportion_n_points_per_cluster_100,7.863952362852089e-5,8.549159445336851e-4
iterations_k_n_points_per_cluster_100,0.1012153346994733,0.8991780875957542
wcv_ratio_n_points_per_cluster_100,4.096525479280189e-6,6.707955530314003e-4
centroid_distance_n_points_per_cluster_1000,3.4674595750239234e-8,0.5398811856469998
cluster_proportion_n_points_per_cluster_1000,8.900891457219728e-6,0.0027744110118621546
iterations_k_n_points_per_cluster_1000,0.00702696300291572,0.9373125735935038
wcv_ratio_n_points_per_cluster_1000,0.02334445278109576,0.5682688406719889
q_pct_threshold_1,1.5543122344752192e-15,0.0029879113266491064
k_pct_threshold_1,1.5543122344752192e-15,0.100017477018573
q_pct_threshold_2,1.5543122344752192e-15,0.002436318991194786
k_pct_threshold_2,1.5543122344752192e-15,0.0163205011618075
q_pct_threshold_3,1.5543122344752192e-15,0.002055903580170715
k_pct_threshold_3,1.5543122344752192e-15,0.010626189513582518
q_pct_threshold_5,1.5543122344752192e-15,0.0036399999043552622
k_pct_threshold_5,1.5543122344752192e-15,0.048775504183516616
q_pct_threshold_10,1.5543122344752192e-15,0.2836219796246471
k_pct_threshold_10,1.5543122344752192e-15,0.018774844737563967
peak_value,0,3.0443832838145113e-4
MSE,0.19135062741163322,1.0304743664368843e-5
SSIM,9.092283907663479e-5,0.1397026800100747
NCC,1.5543122344752192e-15,0.07250092517768558
PSR,1.5543122344752192e-15,0.2632189431658105
correlation_coefficient,1.5543122344752192e-15,0.07250092517768558
jaccard_index_0,1.5543122344752192e-15,0.006964809463924193
jaccard_index_-1,1.5543122344752192e-15,0.0093748597963077
jaccard_index_-2,5.440092820663267e-15,3.5428496125700093e-7
