col,km_kst,knm_kst
mean,0.881979443454421,0.14817964049897903
std,0.6114271415040391,0.25676902830896653
0.1,0.9864401352946388,0.23975568524935198
0.25,0.9344718736120123,0.4200421394369992
0.5,0.9618027550998407,0.3515456811076999
0.75,0.9018537596654246,0.38477899959083006
0.9,0.9067028928161242,0.06762186507931411
centroid_distance_n_clusters_10,0.7860528914044378,0.5535629690313885
cluster_proportion_n_clusters_10,0.40058581578782604,0.8968858938014455
iterations_k_n_clusters_10,0.9994767795688332,0.9806455497035487
wcv_ratio_n_clusters_10,0.8513808859846588,0.09155846022968683
centroid_distance_n_clusters_20,0.9046039732646458,0.22805805132556844
cluster_proportion_n_clusters_20,0.881321491589133,0.7579448523222544
iterations_k_n_clusters_20,0.971032514290583,0.08514531009924553
wcv_ratio_n_clusters_20,0.8536493601302236,0.4120454032861889
centroid_distance_n_clusters_50,0.6250241154935319,0.8521958444697637
cluster_proportion_n_clusters_50,0.6595865842102041,0.2849666268193831
iterations_k_n_clusters_50,0.7508398394420868,0.025220853098151585
wcv_ratio_n_clusters_50,0.7066617107487574,0.9174794506910922
centroid_distance_n_clusters_100,0.6007519049813198,0.06181244928916707
cluster_proportion_n_clusters_100,0.34176434691202773,0.7497260462881274
iterations_k_n_clusters_100,0.9981999501294196,0.08635608842171705
wcv_ratio_n_clusters_100,0.9405761249542518,0.04730597432547479
centroid_distance_n_clusters_500,0.8552270078872919,0.005709234811567709
cluster_proportion_n_clusters_500,0.6845518913985982,0.5627461749619584
iterations_k_n_clusters_500,0.50264233998412,0.5681612610377726
wcv_ratio_n_clusters_500,0.4963598508439421,0.9241893140248626
centroid_distance_n_points_per_cluster_10,0.8628856442582611,0.2104937838531129
cluster_proportion_n_points_per_cluster_10,0.6752238986067969,0.3430037404249109
iterations_k_n_points_per_cluster_10,0.685649328660996,0.9323628287826952
wcv_ratio_n_points_per_cluster_10,0.5063908760634477,0.702032399869817
centroid_distance_n_points_per_cluster_30,0.8357328828496922,0.20528882357536138
cluster_proportion_n_points_per_cluster_30,0.829812213941225,0.4152997522737292
iterations_k_n_points_per_cluster_30,0.6097378661908455,0.7854388090782635
wcv_ratio_n_points_per_cluster_30,0.6806427593809844,0.9234823321060502
centroid_distance_n_points_per_cluster_100,0.7951599984953879,0.2692423303760706
cluster_proportion_n_points_per_cluster_100,0.9116261844429451,0.20096069684837248
iterations_k_n_points_per_cluster_100,0.960686980921057,0.3676344525406331
wcv_ratio_n_points_per_cluster_100,0.293094317919089,0.7502973915072464
centroid_distance_n_points_per_cluster_1000,0.6651677853508746,0.4708429672439193
cluster_proportion_n_points_per_cluster_1000,0.6087626645313062,0.9017148194100371
iterations_k_n_points_per_cluster_1000,0.9029032134748606,0.48771871427708424
wcv_ratio_n_points_per_cluster_1000,0.7206171282747028,0.6556651647591127
q_pct_threshold_1,0.9460473638684902,0.44795096817069235
k_pct_threshold_1,0.4672543797408766,0.31269224051191846
q_pct_threshold_2,0.9820039395276158,0.4542222577521071
k_pct_threshold_2,0.3808925144431856,0.1806115505465331
q_pct_threshold_3,0.8331925757823144,0.4782177704357564
k_pct_threshold_3,0.5851274121989353,0.5103238164457458
q_pct_threshold_5,0.919604067145916,0.40778155204090605
k_pct_threshold_5,0.2304527450427205,0.6966555126255085
q_pct_threshold_10,0.9092829307607355,0.04063775255547997
k_pct_threshold_10,0.22860462248839153,0.3072694630128715
peak_value,0.7007613672292663,0.21485646851620688
MSE,0.13712649341609062,0.04355988737143379
SSIM,0.07900491178468116,0.375002189166988
NCC,0.62278608523644,0.24737473151084566
PSR,0.8331925757823144,0.47146199080955353
correlation_coefficient,0.62278608523644,0.24737473151084566
jaccard_index_0,0.49957761632688713,0.37135209839184324
jaccard_index_-1,0.8023442333562528,0.09522478608924101
jaccard_index_-2,0.21902350015002503,0.8227984317199319
