col,km_kld,km_kst,knm_kld,knm_kst
mean,5.074405761283725,0.5945550723531955,2.9591880067772673,0.31409424989191526
std,3.6748453926859406,0.397522952112103,2.766068138518958,0.2244474962488238
0.1,4.887520739035438,0.760013733119707,2.6272953515636903,0.4993387757178098
0.25,5.386103537556021,0.8095038274713258,3.4402529361337617,0.5575392284021261
0.5,5.600783801272779,0.8228809033340962,2.97991130065508,0.5270211846087333
0.75,5.755582492012089,0.7554868899570204,2.3660346470436138,0.4225858955774268
0.9,5.86964276082656,0.6287988606596984,2.781683977873748,0.29463899697362733
centroid_distance_n_clusters_10,3.0813261097753326,0.45590142671854733,2.934677120609834,0.3272042928714936
cluster_proportion_n_clusters_10,4.937253552514541,0.6851555148648305,4.01560427858762,0.614964014140027
iterations_k_n_clusters_10,0.3552253194018797,0.23552300297550927,0.30160174180931276,0.11552351160957249
wcv_ratio_n_clusters_10,2.1303946973206993,0.11648991632969662,1.8415970387701812,0.08047862465349306
centroid_distance_n_clusters_20,3.2823050461812975,0.3815009791205717,3.0309916682648517,0.2476666412349635
cluster_proportion_n_clusters_20,5.661182558451689,0.8096564176902927,5.139831762887005,0.7432033773301798
iterations_k_n_clusters_20,0.5132258673394177,0.1631443757788459,0.5149094677087516,0.11582869204750643
wcv_ratio_n_clusters_20,1.9491602208800625,0.11114925866585285,1.915484118539758,0.07440044759797565
centroid_distance_n_clusters_50,1.7365455979596798,0.2515322601154599,1.83790798829845,0.14009053686325373
cluster_proportion_n_clusters_50,5.433572169962041,0.79207039495435,5.154445126259709,0.7674906538490883
iterations_k_n_clusters_50,0.29392599673261416,0.11599399811805397,0.40831370497861585,0.09810279494417741
wcv_ratio_n_clusters_50,1.9369332044009158,0.3399582920068157,2.0938046099160115,0.2523333587650365
centroid_distance_n_clusters_100,2.2256526443700535,0.20640370285598025,2.388206255003765,0.1217924264387986
cluster_proportion_n_clusters_100,5.817795487768707,0.8439002059967956,5.544956110197714,0.8194603392589201
iterations_k_n_clusters_100,0.5578357856738132,0.11099666844688591,0.640731889530703,0.1606393530174716
wcv_ratio_n_clusters_100,2.1687776244140946,0.4084331527682409,2.220583045119425,0.4229037918669413
centroid_distance_n_clusters_500,4.555511876885952,0.4834312453905038,3.4941024396632994,0.33045955087612217
cluster_proportion_n_clusters_500,6.066550133502944,0.8845146359451692,5.901183283092647,0.8739350474301264
iterations_k_n_clusters_500,0.38463590380539536,0.11985961699855041,0.6963328752267486,0.21199867755143564
wcv_ratio_n_clusters_500,1.153258765397024,0.7249815620152081,1.0302073521787736,0.7109814094249892
centroid_distance_n_points_per_cluster_10,4.327152692914529,0.6904453091223519,4.468468447734512,0.6976043335622187
cluster_proportion_n_points_per_cluster_10,7.269093291940904,0.9967320261437909,7.255252427952712,1
iterations_k_n_points_per_cluster_10,8.43877466914753,0.8908979934386206,7.778485512792812,0.8689504336105389
wcv_ratio_n_points_per_cluster_10,0.7015633298185612,0.8429592329798327,0.3480845941678021,0.8389155921772081
centroid_distance_n_points_per_cluster_30,3.040617718645794,0.2748785636174055,3.1404804706820753,0.4089036392767224
cluster_proportion_n_points_per_cluster_30,7.2109063844406105,0.986305027847715,7.1587380090149,0.9961089494163424
iterations_k_n_points_per_cluster_30,2.4756452036096546,0.47239388621856004,0.7146880267812978,0.4215050481930775
wcv_ratio_n_points_per_cluster_30,0.5105240714461098,0.5763459728898045,0.09282255844474721,0.4890389359375398
centroid_distance_n_points_per_cluster_100,2.976462740625628,0.18319727372142114,2.5027042156639148,0.23113603418020906
cluster_proportion_n_points_per_cluster_100,7.066710116483336,0.9928409755601333,7.161499333943848,1
iterations_k_n_points_per_cluster_100,0.19572977031245398,0.11303120469977875,0.3495887102001371,0.07705806057831695
wcv_ratio_n_points_per_cluster_100,1.0843208699761375,0.15580732941685105,0.7261270162550956,0.13152005289794258
centroid_distance_n_points_per_cluster_1000,4.111241220660196,0.5562803590956487,2.8996262163023823,0.46664632130413775
cluster_proportion_n_points_per_cluster_1000,7.03069814657743,0.9752549528241906,7.14321125498487,0.9901960784313726
iterations_k_n_points_per_cluster_1000,0.32816103124007345,0.13670812034281937,0.4884456044521863,0.14494799216703544
wcv_ratio_n_points_per_cluster_1000,1.4188903579353067,0.16577655705602604,1.6863398365385585,0.13716589099972024
q_pct_threshold_1,4.930831252338656,0.8056127768876682,3.1931385818795506,0.5464891533786018
k_pct_threshold_1,6.5322073370926725,0.9856819511202666,6.658782045631812,1
q_pct_threshold_2,5.351094757281326,0.8193077490399532,3.675944656569128,0.5531776913099871
k_pct_threshold_2,6.505896032807677,0.9824139772640574,6.632205847705882,0.9895730017039241
q_pct_threshold_3,5.310231382176185,0.8247501335164417,3.1399072721464165,0.5399404898146029
k_pct_threshold_3,6.436124860389334,0.9733857226418453,6.3696859330476725,0.9519086493222452
q_pct_threshold_5,5.036944310625094,0.7221840746674805,2.4344623430851433,0.4537270160982681
k_pct_threshold_5,6.459422328596678,0.9195340911980876,5.531914484236321,0.8286411841000992
q_pct_threshold_10,4.820824251858336,0.5508252587675797,2.3605534302049107,0.36127005925586836
k_pct_threshold_10,5.7626578630077,0.7131558200452685,3.1876425551980705,0.4904376796114036
peak_value,6.605926565530756,0.9967320261437909,6.847882127770575,1
MSE,6.775482404889839,0.9844357976653697,6.903378827102269,1
SSIM,3.445827564798439,0.6569771877622644,5.298565010975367,0.8001703924111798
NCC,6.278971110263675,0.9472419317921722,6.074228407863157,0.9056865288268355
PSR,2.8418466106931626,0.3561455710688945,2.3832122579510044,0.19066147859922178
