col,km_kld,km_kst,knm_kld,knm_kst
mean,0.6242870193379061,0.23340973295666545,0.9193122911733204,0.15211169325748347
std,0.9698685929525561,0.11871553873579355,1.0522907898532379,0.047857556798694315
0.1,0.8194912710413236,0.3961942327168062,0.836660193532029,0.3524298369070287
0.25,0.710061101329576,0.3763954776160949,0.7365303053524733,0.3479237874469268
0.5,0.5382055651826059,0.3654093302299688,0.6761900605358343,0.3341158799806039
0.75,0.5187327778861881,0.32259592890689315,0.7507263142508296,0.21277187089754357
0.9,0.7201956660646375,0.26606020764114685,0.9511199523357572,0.15454803496032077
centroid_distance_n_clusters_10,1.1973238860417328,0.05753661555591094,0.9318805258340529,0.07558572729530591
cluster_proportion_n_clusters_10,1.3429899658312838,0.06319255666305396,0.8783432405444582,0.03506676285879863
iterations_k_n_clusters_10,0.301637263735265,0.03869729758541658,0.217677084096795,0.03445767743308932
wcv_ratio_n_clusters_10,1.358266087867101,0.042570580814810924,1.5200729934179822,0.09023334476600477
centroid_distance_n_clusters_20,0.4614268824997035,0.036097341411557085,0.5359265163122645,0.09268151337031212
cluster_proportion_n_clusters_20,1.4491960038390408,0.044015658961557305,0.9451066800243141,0.046804962567856837
iterations_k_n_clusters_20,0.17174357594231765,0.044240712115558925,0.17776239826158166,0.13040341560914456
wcv_ratio_n_clusters_20,1.302334703472154,0.04323389537397325,1.584705807529864,0.06477593935164926
centroid_distance_n_clusters_50,0.8273223042831092,0.05403052431462432,0.834852373305577,0.06880299930221281
cluster_proportion_n_clusters_50,1.3829070528972227,0.04591084341630686,1.2345235288491871,0.07042919825434933
iterations_k_n_clusters_50,0.1546028980054564,0.04384983032176683,0.18208468338166023,0.1382505647345452
wcv_ratio_n_clusters_50,1.151617709576893,0.046621537586838,1.1815702455313533,0.04176078909086607
centroid_distance_n_clusters_100,1.367582760774185,0.06438889185011462,1.2618749806122567,0.1080269180277459
cluster_proportion_n_clusters_100,1.1223136670434668,0.058667803777339475,1.0486933503574736,0.044457322626045195
iterations_k_n_clusters_100,0.12864208623490125,0.05012170637670349,0.2120288592260747,0.12715693115560656
wcv_ratio_n_clusters_100,1.068562880881782,0.05072579642165481,1.3078801638152076,0.10645394013222476
centroid_distance_n_clusters_500,1.6397986070287054,0.07114048647015975,1.5161478147184952,0.05783354818871003
cluster_proportion_n_clusters_500,1.1202667797688761,0.05024607785654635,0.6702935954536936,0.060110226721701195
iterations_k_n_clusters_500,0.08134944839387101,0.06653281926455003,0.10603876330951975,0.1021844287015245
wcv_ratio_n_clusters_500,0.7808391490204916,0.0476935012940556,0.8124872235770072,0.0757690442680922
centroid_distance_n_points_per_cluster_10,1.093598034962296,0.18014912732678312,0.8443070223276365,0.13036202145399928
cluster_proportion_n_points_per_cluster_10,1.0566345746830519,0.079568134842374,0.9966562263941889,0.06379430652963232
iterations_k_n_points_per_cluster_10,0.11903508076135394,0.06165864174499114,0.035386801148024505,0.06258204912894871
wcv_ratio_n_points_per_cluster_10,0.626046525906567,0.05640542733448227,0.3285370434532304,0.1028644755360543
centroid_distance_n_points_per_cluster_30,1.2654708468817544,0.08421725920793141,1.3734910341384294,0.0800385556987925
cluster_proportion_n_points_per_cluster_30,1.2735940598016806,0.08787733418616639,0.8668481734221681,0.08343287642070656
iterations_k_n_points_per_cluster_30,0.12008282297184247,0.040100918572215344,0.09135221262547737,0.05415538183151397
wcv_ratio_n_points_per_cluster_30,0.4518636654560053,0.0729764464106983,0.07327500773017556,0.1094934538100363
centroid_distance_n_points_per_cluster_100,1.592999709273875,0.058780330354340285,1.4993347008624578,0.04723073102077988
cluster_proportion_n_points_per_cluster_100,1.2309670902098553,0.06030832282098211,0.9216541100898044,0.07621255307322035
iterations_k_n_points_per_cluster_100,0.10536551578977302,0.05085016790149781,0.1268215340683229,0.09495227845256822
wcv_ratio_n_points_per_cluster_100,0.8250077126630612,0.04417556514992686,0.5757047415064052,0.09800361903184984
centroid_distance_n_points_per_cluster_1000,0.5837969471666051,0.04875954254985228,0.9616803634446628,0.06573983182146109
cluster_proportion_n_points_per_cluster_1000,1.2401417953861598,0.05727602769338283,1.291914241560455,0.03553392546686693
iterations_k_n_points_per_cluster_1000,0.1423768852725228,0.05316584640714489,0.16751332813351444,0.10704528520572895
wcv_ratio_n_points_per_cluster_1000,1.1542018834625931,0.05305331983014415,1.1721050002757247,0.04981490899199318
q_pct_threshold_1,2.0123915788614815,0.38620305716942355,1.911785544658156,0.36762740529608645
k_pct_threshold_1,1.9050188445354044,0.35529378320274324,1.4605585727027686,0.333997610965903
q_pct_threshold_2,1.81222050979851,0.377242388169311,1.8788372569010234,0.3544344967062079
k_pct_threshold_2,1.7040585620297184,0.3380239148588383,1.5541778031814302,0.31983489645547764
q_pct_threshold_3,1.7241310041928464,0.3576153841598114,1.5916477229818682,0.34426927489267084
k_pct_threshold_3,1.7250056991120144,0.32585919963991494,1.5101167871076884,0.30725698674204344
q_pct_threshold_5,1.1123619608524318,0.3088972987699068,1.4463409025471896,0.26652513807907463
k_pct_threshold_5,1.3903630832238776,0.2605937849794787,1.0655220731206034,0.24152898182205243
q_pct_threshold_10,0.5623761340304145,0.222595336661751,0.8661179494753681,0.15071020543327854
k_pct_threshold_10,0.8695308818892075,0.16690060349779978,0.798917203995255,0.18192731186356487
peak_value,1.2759314872192014,0.16594708881900394,1.0638749889014383,0.07368750960935744
MSE,1.2079929064786188,0.04434139378971741,1.049533692124691,0.09454425035185031
SSIM,0.5246184337624951,0.09746578303691461,0.4499198066789925,0.05821200903575272
