q_file_name,k_file_name,q_number,k_number,mated,q_model,k_model,q_size,k_size,q_foot,k_foot,partial_type,q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,centroid_distance_n_clusters_10,cluster_proportion_n_clusters_10,iterations_k_n_clusters_10,wcv_ratio_n_clusters_10,centroid_distance_n_clusters_20,cluster_proportion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_50,cluster_proportion_n_clusters_50,iterations_k_n_clusters_50,wcv_ratio_n_clusters_50,centroid_distance_n_clusters_100,cluster_proportion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,centroid_distance_n_clusters_500,cluster_proportion_n_clusters_500,iterations_k_n_clusters_500,wcv_ratio_n_clusters_500,centroid_distance_n_points_per_cluster_10,cluster_proportion_n_points_per_cluster_10,iterations_k_n_points_per_cluster_10,wcv_ratio_n_points_per_cluster_10,centroid_distance_n_points_per_cluster_30,cluster_proportion_n_points_per_cluster_30,iterations_k_n_points_per_cluster_30,wcv_ratio_n_points_per_cluster_30,centroid_distance_n_points_per_cluster_100,cluster_proportion_n_points_per_cluster_100,iterations_k_n_points_per_cluster_100,wcv_ratio_n_points_per_cluster_100,centroid_distance_n_points_per_cluster_1000,cluster_proportion_n_points_per_cluster_1000,iterations_k_n_points_per_cluster_1000,wcv_ratio_n_points_per_cluster_1000,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,q_pct_threshold_5,k_pct_threshold_5,q_pct_threshold_10,k_pct_threshold_10,peak_value,MSE,SSIM,NCC,PSR,correlation_coefficient,jaccard_index_0,jaccard_index_-1,jaccard_index_-2
061023R_20180207_2_2_2_csafe_boekhoff.tiff,033561R_20180307_2_1_2_csafe_boekhoff.tiff,61,33,False,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,42262,47478,5.302403876931704,6.481228253182147,0.9167639684006246,1.797798557436366,3.6559714270655834,6.730917949636151,11.469910485820877,54.47529416464658,0.0234889752687286,5,-0.1432721836371764,77.8197839468663,0.01043583659567062,12,-0.15010910304798172,68.01801652629358,0.006386589576729241,23,-0.1889292765323584,49.732752833436145,0.0038193300507934993,28,-0.3289208096956145,173.11965394452255,0.0011532290215436837,15,-0.6261449039655756,871.3664044280438,0.00019906141257197322,7,-2.8586034779310068,489.6648720261538,0.0005481688371657981,14,-1.2853894697898391,143.04618802858892,0.0012964124645547547,13,-0.6118392775325318,56.591805597113904,0.006777141365354669,14,-0.1614235520584992,0.16941933651980504,0.15068031509330637,0.30251762812928873,0.2705884830869034,0.43914154559651697,0.3940140696743755,0.6424210875017746,0.5699903113020768,0.8720600066253372,0.7493575972029151,147021525.0,890.2359008965584,0.8687770474873289,0.04359847858418887,7.014637154718485,0.04359847858418442,0.023485531133442074,0.4087070178966419,0.8414239482200647
130829R_20180221_2_1_1_csafe_hanrahan.tiff,004756R_20180228_2_2_2_csafe_boekhoff.tiff,130,4,False,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,49686,47628,5.353431712993543,8.940534533793604,0.8394847800316051,1.6423278497924612,3.174775519157592,5.646854154459325,10.314936455898557,141.25542781386216,0.007753099682909273,50,0.02707556815459338,47.53851500458802,0.011634774646145351,8,0.03709099919922226,29.744117655545693,0.005443161722544748,9,0.02078642691829974,84.3736822738885,0.0031817472114374526,12,0.06297034909686712,235.60676910803102,0.0009165386729496943,11,0.035637537652440515,942.6632144070849,0.0001568740386676448,6,-0.8322019299026234,454.93337214684925,0.000395079953309754,9,-0.21466433311178615,253.1492289829753,0.0009207048668686363,11,0.03972976529039367,30.5576473605067,0.005453892735379105,11,0.02639516266884959,0.18747735780702815,0.195830183925422,0.3358290061586765,0.3519148400100781,0.4954313086181218,0.5153901066599479,0.716902145473574,0.7349458301839255,0.8959062915106871,0.9411270681111951,222970725.0000001,950.1188852769798,0.8707021753077773,0.06312763279774107,8.970470286491745,0.06312763279775184,0.028243871513102283,0.5211485026242667,0.8971061093247589
107614R_20180214_2_2_2_csafe_tpashek.tiff,065344R_20180321_2_1_1_csafe_tpashek.tiff,107,65,False,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,37589,51880,5.332770612155086,10.527952931556557,0.7499997772908632,1.4421667017802484,2.8430331710222925,5.035319912993595,10.274740454585386,75.62105280655493,0.015916415167945418,6,-0.17514964946567146,94.92644944984373,0.010150122761123781,16,-0.20486671882878504,65.03898984111275,0.007078945236627624,13,-0.22148355020000438,56.452388351648175,0.00429035400179284,15,-0.49772904978409566,218.19327311686348,0.0012988409537546622,22,-1.0202445343143873,690.0893170993754,0.0002531529322775597,11,-7.549264181685754,308.490865383143,0.0006341604591620344,13,-2.0129182428021717,213.7809854502186,0.0016777005336361755,17,-0.9196699840359741,79.79376082337681,0.008775209578870884,32,-0.17201474605562528,0.22267152624438,0.162201233616037,0.384500784804065,0.2821511179645335,0.5474207879964883,0.4068619892058597,0.7593178855516242,0.5800693909020818,0.8986405597382213,0.7245759444872784,166984199.9999999,931.2589771081934,0.8667535423050674,0.05108930483361315,7.759412117957631,0.051089304833611376,0.028396539027982327,0.44755244755244755,0.8175675675675675
050626L_20180131_2_1_2_csafe_jekruse.tiff,151871L_20180409_2_2_2_csafe_bpbryson.tiff,50,151,False,Nike/Winflo 4,Nike/Winflo 4,10 M,10 M,L,L,full,49368,39768,15.479403898166943,28.74573656833634,0.9998118782606729,1.9995236605022222,4.213231086726034,11.028274131847771,49.14816354091364,154.98676144435206,0.028248817986143943,20,0.15019119466757191,110.13585031169018,0.011784230370029593,17,0.10401049368223256,72.79812501395841,0.006955533137045846,12,0.08807651089235927,201.499092611673,0.0047402651560944096,14,0.10725491843998125,810.76011751453,0.0011475521836385647,12,0.005054686029005863,1131.7205687388846,0.00015943574898696347,5,-0.14603880816868114,902.3671763321212,0.0004474050050278567,10,-0.13168259709278088,761.1349824817227,0.0011617536924640836,16,-0.01255555810390992,73.81963174717839,0.007038290992505173,12,0.0885700614381355,0.1479298330902609,0.18270971635485816,0.27082320531518395,0.32775095554214445,0.3949724517906336,0.46459464896399116,0.5609301571868417,0.6554516193924763,0.7343420839410144,0.8594095755381211,148061924.99999997,881.4258587065647,0.8666216356148169,0.04461097818693004,7.2375402360623236,0.044610978186934616,0.022895506971940094,0.3927083333333333,0.8236994219653179
072582L_20180207_2_1_2_csafe_boekhoff.tiff,003271L_20180228_2_1_2_csafe_boekhoff.tiff,72,3,False,Adidas/Seeley,Adidas/Seeley,7 W,7 W,L,L,full,80799,89693,4.788329879714485,6.779505948598924,0.8862442050416133,1.7251790679723498,3.3487357200131487,5.774422890841517,8.846573704421028,99.81598521775089,0.021425335614597307,16,-0.04274261551013832,59.05371239323871,0.012836613023764524,11,-0.11470929846394906,61.87274141827871,0.005363814167656687,38,-0.124850948119345,51.92978430379344,0.003091761484794465,32,-0.14987548574695536,68.21086226605638,0.000852763136370044,25,-0.2333924951989055,713.7038457133159,0.00010270614678509031,7,-2.391079675069431,342.10707659375856,0.00025372038170094475,15,-0.7407412031775118,118.73035206117024,0.0005976750914393541,21,-0.29296931496437134,49.51913995670263,0.0033897010181845387,23,-0.1651882929296377,0.17132637780170545,0.1523195790083953,0.31303605242639143,0.2742131492981615,0.46399089097637347,0.4067095536998428,0.6945011695689303,0.6240174818547712,0.9214346712211785,0.8442464852329613,315956475.0000001,1975.6096285384656,0.697610274948779,0.041661472201656426,3.547966801464015,0.04166147220165576,0.022925541489170215,0.519589505080633,0.8611111111111112
152997R_20180221_2_1_2_csafe_dtmartin.tiff,051739R_20180319_2_2_1_csafe_bpbryson.tiff,152,51,False,Nike/Winflo 4,Nike/Winflo 4,10 M,10 M,R,R,full,51307,40859,9.314414806429573,16.49360785056396,0.9607841550677534,1.9242179245886177,3.8322107013648776,7.700461642924559,22.03668430903068,105.89865050525394,0.017082903187731403,14,0.03323409404575608,165.31986250855354,0.008203344616351095,42,0.06696305964321297,60.73205689798451,0.007292264181277109,19,-0.02390070386405429,176.61776268771723,0.004165508167960013,14,0.0654027212116851,630.1668315481293,0.0011492779424429314,13,-0.0864788242898501,999.8501557563866,0.000149718930183422,6,-0.002695431593487157,661.2041672293128,0.0004078529764857979,10,-0.14184337303490316,626.5566444962927,0.0011296607699680349,13,-0.07636236508469182,62.13650984368633,0.006908264478653785,20,-0.02409265300430818,0.1561970101545598,0.18952984654543675,0.2817744167462529,0.3371594997430187,0.4183444754127117,0.48491152500061185,0.6249049837254176,0.7024400988766245,0.805484631726665,0.9157345994762476,172186199.99999997,960.4397322545369,0.8622390204097821,0.050500199888636445,7.436486293599419,0.05050019988863957,0.02463421418636996,0.46406015037593984,0.8489425981873112
048462L_20180124_2_2_1_csafe_jekruse.tiff,104158L_20180402_2_2_1_csafe_bpbryson.tiff,48,104,False,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,L,L,full,42364,44019,11.944886160304137,29.76973433182863,0.8057157961383198,1.6665684297677572,3.4479249392806124,7.368528624240138,19.803039780537443,105.43115413227459,0.019376484996833285,12,0.08459113288411141,115.88627195926742,0.012570347344000077,14,0.07672215352414982,58.25896962787918,0.00755702877139494,16,0.012309848803103478,312.3092170722535,0.0047861519084677305,16,-0.026058078538689147,300.68012948908313,0.001178671335781022,12,-0.24761268839668052,906.7625651566091,0.00019795157267125862,7,-1.9523460429119797,504.93118040144265,0.0005152040732723782,12,-0.6533625394046729,285.45610670313664,0.0013876441908607362,18,-0.22420938909361765,76.3673391458082,0.008127780347426493,17,0.040004318310908116,0.1930884713435936,0.18673754515095753,0.3313662543669153,0.3223835162089098,0.46471060334246056,0.45525795679138553,0.6500566518742329,0.6366796156205276,0.8093192333113021,0.8223040050887117,175177349.99999994,834.2608602661597,0.8762747884554686,0.05593625596371723,9.12127874271683,0.05593625596372589,0.030496098503829908,0.4224942309621752,0.8475609756097561
013609R_20180124_2_1_1_csafe_tpashek.tiff,046560R_20180307_2_2_1_csafe_boekhoff.tiff,13,46,False,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,50329,44345,9.007143524159572,18.454528921384806,0.9347974591971361,1.856281218657623,3.7799414648053067,7.840714631823577,16.884869898112058,88.2371861067321,0.01835813325264867,10,0.09240031331978207,95.8073438008891,0.010953319121841318,27,0.07493238177104054,71.41857170859885,0.00591904084134005,18,0.016390159133418396,148.6062797703984,0.004097520783389222,8,0.02779246246068011,496.7781774860597,0.0010365647199568975,12,-0.07632587184590982,1013.9055508178247,0.00016096608863015767,6,-0.5668133206194048,718.2870157841131,0.0004191193502408351,10,-0.2332537426960496,513.9487814865666,0.0010258623625899151,12,-0.07269107699512552,71.41857170859882,0.00591904084134005,18,0.016390159133418535,0.16288819567247512,0.18550005637614161,0.29265433447912736,0.33444582252790617,0.4247054382165352,0.4846544142518886,0.6178942557968566,0.6895478633442327,0.8075860835701086,0.8723644153794115,169845299.99999997,973.1183706474404,0.8644339068751714,0.04776699320685044,6.995680078668288,0.04776699320685021,0.025777440676129592,0.4630228328955345,0.8821548821548821
125567L_20180221_2_2_2_csafe_dtmartin.tiff,050626L_20180319_2_2_1_csafe_bpbryson.tiff,125,50,False,Nike/Winflo 4,Nike/Winflo 4,10 M,10 M,L,L,full,39101,40464,7.436896281416024,11.73764028328819,0.9322238978463915,1.8476218227852519,3.6969849577462104,8.072034851297444,16.39322652571846,85.71271035281583,0.012142033114039321,6,-0.025661190322751968,110.04962429613826,0.015048872405711603,41,-0.00777660992947359,58.040422554343756,0.006050628279846873,17,-0.07866415353827957,36.46475314757353,0.0037168505371821593,9,-0.271044459089349,240.7930385468341,0.001179636630847403,10,-0.4723899709285587,862.8117387262236,0.0002136025619585048,6,-1.9593738588684309,473.18237494390445,0.0005739989687984042,14,-0.857773994358459,235.9098772711104,0.0013835162343443428,13,-0.44648890145761444,68.40571641619879,0.006676861578780568,11,-0.078151091529653,0.16401115060995883,0.15650948991696323,0.2992506585509322,0.28123764333728746,0.4357433313725992,0.4070778964017398,0.6181939080841922,0.5774021352313167,0.8060919158077798,0.761788256227758,140649074.99999994,880.6223402454842,0.8611841682654177,0.04757356635981666,7.596923186727171,0.047573566359817986,0.02348203142088807,0.38878063788329403,0.8616352201257862
146360R_20180221_2_1_2_csafe_hanrahan.tiff,088597R_20180404_2_2_1_csafe_hanrahan.tiff,146,88,False,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,R,R,full,50248,46604,8.217438044534838,14.23894126429695,0.9064575233265869,1.8085505325282747,3.7183809759372455,7.8058283850198205,18.801838177715464,39.25952095804649,0.022444619915658964,7,0.0707589388094416,95.13706066730539,0.011830442357063221,12,0.07688730090891882,66.0530578438149,0.005877321724328294,18,0.00289878124237192,29.896905639446164,0.0037333766794297517,15,-0.00699717251090467,519.1280284485043,0.0010510019607857188,14,-0.15320677496653548,944.6419224913179,0.00016304914788731079,5,-0.8540843958281638,683.3602814152752,0.0004075071049346705,13,-0.2958461008984998,509.5233057952805,0.0010461162001206164,14,-0.15108792647342692,66.05305784381491,0.005877321724328294,18,0.00289878124237192,0.16951918484317785,0.1813149085915372,0.3021413787613437,0.325251051411896,0.4365546887438306,0.4736503304437387,0.6249601974207929,0.6757359883271822,0.8089874223849706,0.8714702600635139,188247374.99999997,914.185359766016,0.8761629816232248,0.05280758727111005,8.015186463107124,0.05280758727109899,0.02470717810772457,0.44817384207304634,0.87248322147651
