q_file_name,k_file_name,q_number,k_number,mated,q_model,k_model,q_size,k_size,q_foot,k_foot,partial_type,q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,centroid_distance_n_clusters_10,cluster_proportion_n_clusters_10,iterations_k_n_clusters_10,wcv_ratio_n_clusters_10,centroid_distance_n_clusters_20,cluster_proportion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_50,cluster_proportion_n_clusters_50,iterations_k_n_clusters_50,wcv_ratio_n_clusters_50,centroid_distance_n_clusters_100,cluster_proportion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,centroid_distance_n_clusters_500,cluster_proportion_n_clusters_500,iterations_k_n_clusters_500,wcv_ratio_n_clusters_500,centroid_distance_n_clusters_1000,cluster_proportion_n_clusters_1000,iterations_k_n_clusters_1000,wcv_ratio_n_clusters_1000,centroid_distance_n_points_per_cluster_10,cluster_proportion_n_points_per_cluster_10,iterations_k_n_points_per_cluster_10,wcv_ratio_n_points_per_cluster_10,centroid_distance_n_points_per_cluster_30,cluster_proportion_n_points_per_cluster_30,iterations_k_n_points_per_cluster_30,wcv_ratio_n_points_per_cluster_30,centroid_distance_n_points_per_cluster_100,cluster_proportion_n_points_per_cluster_100,iterations_k_n_points_per_cluster_100,wcv_ratio_n_points_per_cluster_100,centroid_distance_n_points_per_cluster_1000,cluster_proportion_n_points_per_cluster_1000,iterations_k_n_points_per_cluster_1000,wcv_ratio_n_points_per_cluster_1000,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,q_pct_threshold_5,k_pct_threshold_5,q_pct_threshold_10,k_pct_threshold_10,peak_value,MSE,SSIM,NCC,PSR,correlation_coefficient,jaccard_index_0,jaccard_index_-1,jaccard_index_-2
001_L_12_1.tiff,001_L_00_1.tiff,1,1,True,,,10.5,10.5,L,L,full,29879,36998,6.928148742212589,11.9988224767439,0.7598700555655294,1.4814951817318973,3.0474747803471742,6.135327559934314,16.37706701933443,86.57722015995101,0.028693139834612323,9,0.04761873025931423,82.34397660971278,0.01854911619851076,15,0.049170373415226516,52.09637345309439,0.008911400613970668,11,0.014054777575484423,39.126775207325,0.00549803120658956,15,-0.07892784070456935,504.8989909784973,0.0013523473207718308,12,-0.20427375225339703,540.1343225213534,0.0007507770981633699,11,-0.344599705819883,795.2214736751663,0.00028209535822311865,6,-1.691870975151996,555.07757302938,0.0007635570675127741,11,-0.3507225118395062,412.38117452563165,0.0020811146057411233,10,-0.09956472442142035,57.24298202776014,0.014195108532296927,9,0.03601629623492204,0.2186485491482312,0.1888480458403157,0.3690551892633622,0.34815395426779827,0.5134375313765521,0.5182712579058327,0.6968774055356605,0.7520947078220445,0.844606579872151,0.9275906805773285,133691400.00000001,707.9750515419172,0.8732128720737129,0.05644081553359256,10.727893159694117,0.05644081553359201,0.029963008631319357,0.4575558745130203,0.8660714285714286
001_L_12_2.tiff,001_L_00_1.tiff,1,1,True,,,10.5,10.5,L,L,full,28521,36998,6.255753475068879,10.591172942460272,0.7803909460313367,1.5038018221911933,3.07450984461692,6.002276860228727,13.51016945779148,86.27981032034545,0.030671079395505795,12,-0.08781640364912699,114.15713250944027,0.0158479678646814,28,-0.01854386744294474,58.74041417838705,0.008247000135750205,16,-0.1348238880125525,45.00916681606388,0.005601036243124931,20,-0.13073665200844112,445.724828143859,0.0013501806893651182,16,-0.28669202898660084,616.9766100259831,0.0007935439260784772,12,-0.5815949694044011,802.7754523711353,0.0003022149762039917,7,-2.09260048495479,611.9581789079455,0.0008203972415988441,11,-0.5490593294121382,292.21293255712897,0.00211896466382522,10,-0.19819970893198768,129.93925588187537,0.010708463019490959,36,-0.04490589733714765,0.21310613232355108,0.17346883615330558,0.363942358262333,0.3223958051786583,0.5089933733038814,0.4831071949835126,0.7012727463973913,0.7054165090004865,0.8627327232565478,0.8823720201091951,126473624.99999996,685.4251026186839,0.8782350129513802,0.05469101619340438,10.786175037314461,0.05469101619338987,0.02688155169167033,0.46125066809192944,0.8676470588235294
001_L_12_3.tiff,001_L_00_1.tiff,1,1,True,,,10.5,10.5,L,L,full,28606,36998,6.39251715474806,12.750172200428489,0.8473947104335307,1.6935768921380785,3.3020165662957757,5.8680060170898845,12.126069981068573,287.492479305105,0.023796063099610798,50,-0.0033751938605650947,95.89734009925454,0.015568728329612116,28,-0.04542258108575911,57.31723925410093,0.008455940972106446,23,-0.09732608573312908,46.225626116283316,0.005199673736475299,18,-0.13398386382679642,335.2190625072388,0.0013995261021957368,11,-0.36407304105462474,482.7058544572008,0.0007833713642856278,14,-0.5878913782559505,810.7081080781496,0.0003024500724013827,7,-2.1929479678902886,453.29728912198226,0.0008037698311998205,14,-0.5352153453731077,176.04839732401553,0.002185082281076785,12,-0.3055497160938895,82.433846715601,0.013095736691473986,18,-0.07576458682508212,0.18555547787177515,0.15500837883128818,0.32940641823393696,0.29585382993675335,0.4767880864154373,0.4520784907292286,0.7016010627141159,0.6908751824422942,0.8798154233377613,0.8934537002000108,139543649.9999999,764.8298858077294,0.866338674616177,0.0601089958844639,10.570428081291704,0.0601089958844542,0.02287576603408754,0.45397102080836693,0.8625730994152047
001_L_12_1.tiff,001_L_00_2.tiff,1,1,True,,,10.5,10.5,L,L,full,29879,35216,7.442900446039894,13.8846650291491,0.7898013954268024,1.5919774495372911,3.2566214996163705,6.5671411766892085,17.02793592694034,115.76593816572955,0.024761595982844768,11,0.07289607615473284,91.18361496851354,0.018192814952497246,13,0.05877698335746331,58.29022407655615,0.008417422380195093,11,0.038357930111436254,239.2813593517154,0.004948534581591345,10,-0.037649917684112244,305.60920866747495,0.0012290107655369728,13,-0.16389997320085803,464.65833904375523,0.0007385917446665974,10,-0.28617910862209145,739.6745109548363,0.0002811384451398458,6,-1.5004358633967423,484.2787421273275,0.0007294989423156476,10,-0.2799559612216911,260.78017065400104,0.0019786769776537908,13,-0.045283871195060894,73.99510865045703,0.012953150257091215,14,0.05333759117589072,0.20080993339803876,0.17946388005452069,0.34679875497841295,0.33405270331667425,0.48515679908966164,0.5051113130395275,0.6752903376953713,0.7423046342571559,0.8361725626694334,0.9339504770558837,117760274.99999997,708.4067386399412,0.8712769799139196,0.05038412663126382,9.71356749495693,0.050384126631276,0.02862426503129544,0.4534715025906736,0.8636363636363636
001_L_12_2.tiff,001_L_00_2.tiff,1,1,True,,,10.5,10.5,L,L,full,28521,35216,5.852574944683988,9.834056789546652,0.7140286344136847,1.4128047245020432,2.912289920876358,5.716434654542372,12.794569841167258,79.146864027295,0.0276901573505122,12,-0.04046324933887665,46.84086132376163,0.015655148214928822,8,-0.032374020382530365,42.02660761166378,0.006974087101145922,14,-0.10821865097039136,150.43927646806793,0.0045683742173667575,9,-0.046351516352733345,385.2095553607498,0.001232370311759091,12,-0.19872349676401596,597.8479439129471,0.0007060277108835653,11,-0.4240622272168717,796.9040992911279,0.0002880886222068684,7,-1.6542747369245967,563.7803647634881,0.0007383273438959392,11,-0.4049647243763338,219.68630629610433,0.001848301071536659,10,-0.14315677860668274,64.39283347133059,0.011317691236951066,21,-0.06610100541227742,0.23239016864766313,0.1996251703771013,0.3839276322709582,0.3595240799636529,0.5254023351214895,0.5223761926397092,0.7147365099400442,0.7384427532939573,0.8720942463447986,0.9070592912312585,133496324.99999994,670.2450131748991,0.8803386775262394,0.059654301069165035,11.828766285523583,0.05965430106916923,0.032275835250656214,0.48073976800175094,0.8682634730538922
001_L_12_3.tiff,001_L_00_2.tiff,1,1,True,,,10.5,10.5,L,L,full,28606,35216,6.814782286078519,13.910661313758416,0.786076448584488,1.6621914229335175,3.479840404305044,6.959002138409447,12.869497078726173,57.57405503595933,0.030631729672511543,5,-0.06194742138472872,79.80857155800913,0.014563241789801515,23,-0.032416067959675963,61.948744945714424,0.008178203451919979,17,-0.10089481412706959,51.68634121150528,0.0048124256383317585,20,-0.10992943543026833,329.8509331381528,0.0012952250600138757,12,-0.29445361354347227,413.24345766740385,0.0007560633491167537,10,-0.5884292395977144,782.9355818052912,0.00029744422631364524,7,-1.9907760243216102,406.19680121309847,0.0007705497680567183,10,-0.5155900587444995,276.11878919072007,0.0020421396826154673,11,-0.18086853637948316,64.25484899480425,0.013410893090212688,18,-0.07825023778193053,0.18989023281828987,0.16288050885960928,0.3234286513318884,0.29455361199454794,0.45759630846675525,0.4361937755565652,0.648150737607495,0.6406746933212176,0.8547157938893938,0.8700306678782371,124782974.99999994,763.2331678486581,0.8656652443159305,0.05459135104584338,9.735009146854836,0.054591351045846094,0.029138111747157944,0.415447504302926,0.8664688427299704
001_L_12_1.tiff,001_L_00_3.tiff,1,1,True,,,10.5,10.5,L,L,full,29879,36277,7.564324202198748,12.981048203048188,0.8406399621422841,1.6958292603198557,3.5879271951147977,7.1730462001884545,17.329043851165487,71.11854371821751,0.03207900377662546,6,0.08092667374188921,85.02058063206307,0.018913719446102446,14,0.0523155693279759,52.45800737709248,0.008749838012399046,10,-0.03834164193638003,539.9550951937748,0.00491537342230294,13,-0.07418927493308372,620.2809580879575,0.001330397409237872,18,-0.23640748749927423,715.8264713293735,0.000745810994487784,15,-0.3663003916429256,792.3625574040874,0.00028773834052974595,6,-1.8158613569702757,700.6106005290375,0.0007505118806564827,15,-0.3571172083576741,474.76070760731596,0.002095380771684763,12,-0.09391870678807854,71.87564500737815,0.014521324551893627,16,0.010987236452815605,0.1875230094715352,0.16404333324144774,0.32092774189229895,0.3023127601510599,0.45004852906723786,0.4586101386553464,0.6405502192175107,0.6919535794029275,0.8261320659995315,0.907737685034595,110282399.99999999,709.1861327497508,0.8698478045092223,0.046079089396785705,9.00763598787943,0.046079089396779904,0.026211648586991945,0.4282687651331719,0.8452380952380952
001_L_12_2.tiff,001_L_00_3.tiff,1,1,True,,,10.5,10.5,L,L,full,28521,36277,5.7800576841918705,9.90121818633482,0.6972749493727435,1.333903986616672,2.7638263072098304,5.514625580815122,12.925440704135278,224.57655092001366,0.0370016485760015,48,0.039604112981543704,79.33304726996869,0.017562080795094907,12,0.011197861702122966,47.1938445074465,0.0074498974892278705,12,-0.1720266108016917,279.80495547631017,0.0048001668071345985,12,-0.14223504417731672,528.4294914639778,0.0012545676613879282,13,-0.22476395424231901,696.8637068000991,0.0007442548203136711,11,-0.5730596395275523,861.9215174702692,0.0002960135146773904,7,-1.9832637525650854,710.9114048449378,0.0007683110893335439,11,-0.6070897767365407,374.26359957695956,0.0018887513161311778,15,-0.17314021011403424,58.40710378271117,0.012187716879451919,20,-0.031089826569464078,0.24504750885312576,0.20442704744052706,0.40812033238666245,0.368497946357196,0.5506468917639634,0.5362902114287289,0.7286911398618562,0.7428122501860683,0.8709021422811262,0.8986134465363729,137072699.9999999,674.48783611304,0.8810592445024755,0.060409740262933546,11.90636496163077,0.0604097402629255,0.03282977331823185,0.48193295602960384,0.8972809667673716
001_L_12_3.tiff,001_L_00_3.tiff,1,1,True,,,10.5,10.5,L,L,full,28606,36277,6.258557038466607,11.854238421845595,0.7906107487208129,1.5677773252203016,3.126675835483523,5.904763748990433,12.055972711234766,81.71112196336958,0.029371919628936278,12,-0.05226592619830533,57.90980519849187,0.015121371774639856,10,-0.03593306199426733,51.71210910121551,0.007548120910081154,13,-0.13995924556587727,259.77859709414275,0.004819827696904742,18,-0.23207858979493434,342.86553648331613,0.0012406858830415377,11,-0.282374293336082,475.761374888888,0.0007207313441080764,12,-0.5881776925956204,800.5936092897101,0.0003029948729028541,7,-2.139523688237944,499.48362494591817,0.0007552934983312405,11,-0.5627893466898509,401.6615625820973,0.002011234912804107,12,-0.2589253321374705,86.91597817055455,0.013119781300316283,31,-0.06155507348252405,0.20100678179402923,0.1690602861317088,0.3539467244633993,0.31791493232626733,0.49933580367755015,0.4760867767455964,0.7022303013353842,0.7031728092179618,0.8784870306928616,0.8844171237974474,145525949.99999997,781.2925873409745,0.8636755659099942,0.06348072754864273,10.843118509297911,0.06348072754863421,0.02760794500586055,0.4643884096438841,0.8495575221238938
001_R_12_1.tiff,001_R_00_1.tiff,1,1,True,,,10.5,10.5,R,R,full,37468,41164,4.033746953683136,7.204991042296377,0.5761148822554295,1.0724939375464986,2.1045235146609507,4.083525999339784,8.369380695704397,74.0685945053463,0.022573751859877617,7,0.00876085457928472,101.76446737297061,0.013734562216776929,12,-0.03800888714533524,54.23626614581122,0.0075734019469768975,13,-0.16167769339573174,52.265366448840645,0.004460535256176414,20,-0.22949335272185875,283.7297508340856,0.0011959791541538691,12,-0.25442708825203053,375.4399067002844,0.0007229660090813998,13,-0.44970230420095325,794.9313949531999,0.00021610233564572318,6,-1.3497790144517674,514.4847900662133,0.0005782382755421584,14,-0.467640939249267,186.02712892567104,0.0015363429642208176,15,-0.19777227457904015,55.47222924452751,0.009032946496479587,13,-0.10798345481384551,0.3159229208924949,0.2943348556991546,0.5071794598057009,0.49596735011174814,0.6586687306501547,0.6615975123894665,0.8113590263691683,0.8224662326304538,0.9208124266040354,0.9186667962297153,250086149.99999994,713.2659700315457,0.8912353650185996,0.09242626874597032,16.127735171059207,0.09242626874596714,0.04880749119624373,0.5529591613889495,0.8445121951219512
