q_file_name,k_file_name,q_number,k_number,mated,q_model,k_model,q_size,k_size,q_foot,k_foot,partial_type,q_points_count,k_points_count,mean,std,0.1,0.25,0.5,0.75,0.9,centroid_distance_n_clusters_20,cluster_proportion_n_clusters_20,iterations_k_n_clusters_20,wcv_ratio_n_clusters_20,centroid_distance_n_clusters_100,cluster_proportion_n_clusters_100,iterations_k_n_clusters_100,wcv_ratio_n_clusters_100,centroid_distance_n_clusters_500,cluster_proportion_n_clusters_500,iterations_k_n_clusters_500,wcv_ratio_n_clusters_500,q_pct_threshold_1,k_pct_threshold_1,q_pct_threshold_2,k_pct_threshold_2,q_pct_threshold_3,k_pct_threshold_3,peak_value,MSE,SSIM,NCC,PSR,correlation_coefficient,jaccard_index_0,jaccard_index_-1,jaccard_index_-2
088621L_20180207_2_2_1_csafe_boekhoff.tiff,088621L_20180425_2_2_1_csafe_boekhoff.tiff,88,88,True,Nike/Winflo 4,Nike/Winflo 4,8 W,8 W,L,L,full,42856,40370,4.279267452290936,9.459309926455052,0.694298481927833,1.289147767388855,2.4027194811559824,4.240667843343838,7.4472562968653,49.50185815803568,0.013144298350000177,11,-0.06645788556689534,49.0474264657401,0.003979356335586179,17,-0.17916196954156444,283.00653340742474,0.0010890608890067942,11,-0.27315554621772253,0.2550634683591562,0.26641070101560566,0.44600522680604815,0.45442160019816696,0.6212432331528841,0.6197176120881843,209380499.9999999,968.3254724123311,0.87044644411539,0.06998207506966465,9.605047002393263,0.0699820750696706,0.03908778506716651,0.5717936237527379,0.8691275167785235
089280R_20180131_2_2_2_csafe_jekruse.tiff,089280R_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,R,R,full,45919,46766,5.430609629242569,11.677832004495508,0.8425944380190119,1.5872057722546415,3.0464697492416883,5.323352566621154,9.044872228228984,118.0911432187881,0.008659827942488171,14,0.0029412194271238156,241.9708874770395,0.0034678818826588253,14,-0.1959124368747666,217.32263878164943,0.0011771494395494872,20,-0.5656617587025099,0.19281778784381193,0.18701620835649832,0.3486791959755221,0.33488004105546765,0.5118796141030946,0.48721293247230896,205413974.99999988,903.1839748961378,0.8693732905357755,0.06117905813804365,9.14781302114624,0.06117905813804425,0.02674436640003545,0.4988565178482649,0.8528528528528528
089280R_20180131_2_2_1_csafe_jekruse.tiff,089280R_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,R,R,full,46275,46766,4.574743209115572,10.083113650648734,0.7446395021805227,1.4085222054687616,2.7034216875612795,4.659466924266434,7.692969325123496,80.99055859682213,0.009838809675797115,8,-0.001083236800324527,145.1364115839636,0.003502836228246457,9,-0.15993761489126343,150.4032422839127,0.0011166352268037554,17,-0.5060128184267004,0.22614802809292275,0.22187058974468632,0.3969313884386818,0.38485224308258137,0.5675850891410049,0.5392592909378608,227847600.0,903.0060365534742,0.8725530546063182,0.06833155988367329,10.031541011517138,0.06833155988367778,0.0337337081523128,0.5252740560292326,0.8711656441717791
089078L_20180131_2_1_1_csafe_jekruse.tiff,089078L_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,L,L,full,50940,44931,6.532583976720999,10.012940789033212,0.929452923328507,1.8361789109808673,3.5837480041766687,6.560891018222587,13.267128227512075,71.75042111051704,0.015056915247392834,21,0.013885944250015068,23.291244837762108,0.004312918912251264,7,-0.08461064115438353,398.54018820889087,0.001152147483012753,13,-0.16092249497459477,0.16493914409108756,0.18303621107921034,0.2955634079308991,0.3234515145445238,0.44067530427954454,0.47147848923905544,160286625.0000001,874.2947600018479,0.8688088759885269,0.0448474671963736,7.295594549229704,0.044847467196377735,0.024769591419488125,0.473770641364839,0.8839285714285714
089078L_20180131_2_1_2_csafe_jekruse.tiff,089078L_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,L,L,full,49654,44931,6.369608714267492,10.072053879973208,0.9140727166692288,1.7951860349989275,3.521273496307864,6.361592131692843,12.780792470182163,82.09874221588328,0.011919873183378957,17,0.06539038366360594,21.50973258931949,0.004093115294324718,6,-0.06194866460154665,347.50845516344776,0.001112550260123305,13,-0.1298233140096088,0.16951303016876787,0.18259108410674144,0.3058363878036009,0.3242749994435913,0.4498932613686712,0.4709888495693397,163342800.0,874.7010923127957,0.8685233121433719,0.0464323004620055,7.49850323223053,0.046432300461999025,0.02584102669805487,0.48579413134606425,0.8853868194842407
089078L_20180131_2_2_1_csafe_jekruse.tiff,089078L_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,L,L,full,45466,44931,5.645817709432019,7.842231402662254,0.9129882751156899,1.7770089369480222,3.4206988312466615,6.154095448312155,11.60815225824717,107.97510756012204,0.013234011363139677,13,0.0020002299126803433,45.20345571347015,0.004515102461425853,29,-0.18665113303490521,173.4648195768083,0.0012068014204758076,19,-0.3747768477664953,0.16951128315664452,0.1654536956666889,0.30746051994897283,0.29627651287529766,0.45948620947521224,0.4340655672030447,166659074.9999999,900.0512181628079,0.862784330466597,0.049786449138714536,7.735809238026572,0.049786449138721434,0.02415376764755911,0.45080483855605297,0.8651026392961877
089078L_20180131_2_2_2_csafe_jekruse.tiff,089078L_20180425_2_2_1_csafe_jekruse.tiff,89,89,True,Nike/Winflo 4,Nike/Winflo 4,10.5 M,10.5 M,L,L,full,48356,44931,4.83980700523343,7.467604505258799,0.8059748603534184,1.529992178812014,2.9389360904982973,5.103349521967781,8.823531691486737,78.47944669727144,0.01107257969810381,12,-0.02158638306692676,29.922243076067666,0.00363779449797555,16,-0.06737515821177203,225.7605106415131,0.0011070422075746143,11,-0.24265165884583023,0.20526925303995366,0.21584206895016803,0.3653321201091902,0.3763993679196991,0.5313921747042766,0.5344639558434043,197220824.99999985,918.1040499114051,0.8659778073231889,0.0580529899674509,8.635296240418432,0.058052989967458855,0.03045084505795947,0.5303134519013462,0.8761061946902655
090160L_20180207_2_1_2_csafe_boekhoff.tiff,090160L_20180418_2_1_1_csafe_hanrahan.tiff,90,90,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,L,L,full,48247,45168,5.090654591475745,13.083574392432503,0.796919054515538,1.5297266049544085,2.9554332601038698,5.212573517531029,8.602955066214065,47.794783392481754,0.008165635951519463,12,-0.0059570536260004255,415.8232302418888,0.0028654174028048107,6,-0.05586529035254408,191.80629078242836,0.0008902520088968618,12,-0.16104692503469598,0.20813729351047733,0.21975735033652144,0.36731817522332993,0.37626195536663126,0.5281571911206915,0.5234015232022671,193189274.99999997,836.7004344028684,0.8849786652879787,0.057267548575779335,9.281833072220113,0.05726754857578105,0.03173426836417534,0.5318596928185969,0.8964401294498382
090449R_20180207_2_1_1_csafe_boekhoff.tiff,090449R_20180418_2_2_1_csafe_hanrahan.tiff,90,90,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,R,R,full,47438,45525,9.046042769003657,17.539578615470997,0.8278611783685755,1.6131330314285734,3.2306573965666887,7.881123245178079,20.562440687369957,40.245665035131616,0.011112361866070217,10,0.05928656482629623,193.46103804975635,0.003537182548942888,10,0.02637832593168962,387.18021582920153,0.000971169106306099,16,-0.05252089296580123,0.19393734980395463,0.19951674903898955,0.34132973565496016,0.3514332784184514,0.4870989502086934,0.49368478857770454,198846450.0,861.1825525373011,0.8819906719015703,0.05914319885067307,9.286381321620018,0.059143198850680104,0.029505255346719977,0.44221105527638194,0.8737864077669902
090160L_20180207_2_2_1_csafe_boekhoff.tiff,090160L_20180418_2_1_1_csafe_hanrahan.tiff,90,90,True,Nike/Winflo 4,Nike/Winflo 4,8.5 W,8.5 W,L,L,full,43405,45168,4.91043852823349,8.107777800358418,0.8024365121979791,1.571398594065682,3.157953381975337,5.93225605699332,9.858137138846987,70.80891599325591,0.009970651674092137,10,-0.07877282430130528,37.29669724204876,0.003627257469988863,9,-0.2223221637858425,159.04069129473876,0.001076009762522413,14,-0.5715378804138694,0.20338670660062205,0.19190577399929154,0.3510194678032485,0.33067658519305704,0.49934339361824676,0.4639789231314205,186426675.0,783.2578605604922,0.8879596201430908,0.058800414149926455,10.072624761669074,0.05880041414994234,0.03000827091317871,0.4658031088082902,0.8414239482200647
